Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
2025-18,2/5/25,39.4,28/04/2025,36.5,39.1,625,3892057,149928523.4,2/5/25,4
2025-17,21/04/2025,36.8,24/04/2025,35.5,36.5,352,1032840,37132259.3,25-04-2025,5
2025-16,16/04/2025,36.6,17/04/2025,35.8,36,174,159163,5739394.7,17-04-2025,2
2025-15,10/4/25,36.8,7/4/25,34,36.1,652,1663434,58709180.2,11/4/25,5
2025-14,2/4/25,38,4/4/25,35.5,36,435,608201,22360817.6,4/4/25,4
2025-13,28/03/2025,36.5,24/03/2025,34.9,36.4,270,1361960,46738766.2,28-03-2025,5
12/1/25,21/03/2025,35.1,20/03/2025,34,35,394,1935202,67189455.4,21-03-2025,5
11/1/25,14/03/2025,35.9,12/3/25,33.7,34.6,375,1272146,44262724.6,14-03-2025,4
10/1/25,3/3/25,36,5/3/25,34.8,35,460,922480,32284588.9,7/3/25,5
9/1/25,24/02/2025,37.2,25/02/2025,35.1,35.9,413,1653115,60245959.1,28-02-2025,4
8/1/25,17/02/2025,38.4,21/02/2025,36.8,36.9,561,2263472,84300778.2,21-02-2025,5
7/1/25,14/02/2025,38,11/2/25,35.5,37.9,392,694390,25548189.2,14-02-2025,4
6/1/25,3/2/25,38.5,7/2/25,36,36,705,1055969,38758236.6,7/2/25,4
5/1/25,27/01/2025,38.6,31/01/2025,38,38.2,494,1334579,51126386.1,31-01-2025,5
4/1/25,24/01/2025,39,20/01/2025,38.2,38.5,497,1646449,63508686.4,24-01-2025,5
3/1/25,17/01/2025,38.7,15/01/2025,37.6,37.9,298,648639,24719059.3,17-01-2025,3
2/1/25,6/1/25,40,7/1/25,35.5,38,817,2932350,111587874.8,10/1/25,5
1/1/25,3/1/25,40.4,3/1/25,38.4,39,509,2316540,92390175.7,3/1/25,2
2024-52,23/12/2024,39,24/12/2024,38,38.7,656,1443814,55701220.2,27-12-2024,4
2024-51,20/12/2024,39,18/12/2024,35.5,38.8,891,2230995,82554205.5,20-12-2024,5
2024-50,13/12/2024,37,9/12/24,34.6,36.7,1135,1943914,69464544.2,13-12-2024,5
2024-49,6/12/24,34.6,2/12/24,31.4,34.6,925,3500255,116712947.2,6/12/24,5
2024-48,26/11/2024,32,27/11/2024,30,31.3,539,1076911,33636879.8,29-11-2024,5
2024-47,18/11/2024,33.5,22/11/2024,31.4,31.5,927,5304119,171667608.1,22-11-2024,5
2024-46,13/11/2024,33.3,12/11/24,32,32.8,518,2716325,88790891.9,14-11-2024,4
2024-45,4/11/24,33.7,7/11/24,31.5,32,841,1810990,59119020.5,8/11/24,5
2024-44,1/11/24,33,28/10/2024,29.2,32.9,1531,7986327,250497536.3,1/11/24,4
2024-43,25/10/2024,29.5,21/10/2024,27.3,29,611,4435978,125588444.2,25-10-2024,5
2024-42,14/10/2024,28,18/10/2024,27.5,27.6,316,1074122,29694158.7,18-10-2024,4
2024-41,11/10/24,27.8,7/10/24,26.7,27.8,382,1745916,47533594.9,11/10/24,5
2024-40,1/10/24,27.5,3/10/24,26.6,26.7,324,854473,23084044.6,4/10/24,5
2024-39,27/09/2024,27.5,23/09/2024,25.3,27,509,2473838,65740151.7,27-09-2024,5
2024-38,19/09/2024,25.9,19/09/2024,25,25.4,382,1225239,30823708.6,20-09-2024,3
2024-37,11/9/24,25.8,12/9/24,25.2,25.4,213,366230,9316412.4,13-09-2024,5
2024-36,5/9/24,25.9,4/9/24,24.9,25.4,363,754826,18966191.6,6/9/24,5
2024-35,26/08/2024,26.8,28/08/2024,25.5,25.8,253,784118,20327695.6,30-08-2024,5
2024-34,23/08/2024,26.9,23/08/2024,26.2,26.4,78,532915,14050448.7,23-08-2024,4
2024-33,15/08/2024,27,16/08/2024,25.8,25.9,241,844770,21981644.7,16-08-2024,5
2024-32,9/8/24,26,5/8/24,25.5,26,161,382023,9827226.6,9/8/24,5
2024-31,29/07/2024,26.4,1/8/24,25.7,26,264,418779,10883216.3,2/8/24,5
2024-30,25/07/2024,26.6,22/07/2024,25.5,26,264,1483925,38478466.9,26-07-2024,5
2024-29,17/07/2024,26.9,15/07/2024,25.7,26.4,211,4863519,126588844.2,19-07-2024,5
2024-28,12/7/24,26,9/7/24,25.4,25.9,288,584252,15017385,12/7/24,5
2024-27,5/7/24,26.2,4/7/24,25.5,25.8,446,1619555,41628569.3,5/7/24,5
2024-26,24/06/2024,27.5,28/06/2024,25.8,25.8,657,2796619,74672654.9,28-06-2024,5
2024-25,19/06/2024,28,20/06/2024,27,27,319,2043726,55428654.7,20-06-2024,3
2024-24,10/6/24,28.4,14/06/2024,27.8,28,469,2010744,56437669.2,14-06-2024,6
2024-23,7/6/24,28.3,3/6/24,27.3,28.2,300,1619084,45111089.3,7/6/24,5
2024-22,30/05/2024,27.9,30/05/2024,27.1,27.4,263,789113,21606128.6,31-05-2024,5
2024-21,22/05/2024,27.8,21/05/2024,27.2,27.5,176,586705,16125174.1,22-05-2024,3
2024-20,13/05/2024,28.4,17/05/2024,27.3,27.4,386,5129341,141799113.1,17-05-2024,5
2024-19,8/5/24,29.5,10/5/24,28,28,379,3385817,97111487,10/5/24,5
2024-18,2/5/24,29.4,29/04/2024,27.9,29,514,2157223,62031880.5,3/5/24,4
2024-17,26/04/2024,28.9,22/04/2024,26.5,28.6,484,3295881,91172553,26-04-2024,4
2024-16,15/04/2024,27.3,17/04/2024,26.2,26.6,359,844412,22574123.3,19-04-2024,5
2024-15,10/4/24,27.4,9/4/24,26.5,26.8,189,434179,11671632.4,10/4/24,3
2024-14,5/4/24,27,3/4/24,26.5,26.9,406,2946958,79188320.1,5/4/24,5
2024-13,28/03/2024,27,25/03/2024,26,26.9,294,3128164,83037289.5,28-03-2024,4
12/1/24,22/03/2024,26.8,18/03/2024,26,26.4,312,1284251,33606763.1,22-03-2024,5
11/1/24,13/03/2024,26.6,14/03/2024,25.7,26,498,3761335,98163370,15-03-2024,5
10/1/24,6/3/24,26.7,4/3/24,25.6,26.3,238,438564,11417508.5,7/3/24,4
9/1/24,29/02/2024,27,29/02/2024,26.3,26.5,241,1246907,33042736,1/3/24,5
8/1/24,21/02/2024,27.2,19/02/2024,25.6,26.7,326,5715758,152769898,22-02-2024,4
7/1/24,16/02/2024,26,15/02/2024,25.5,25.9,350,1871950,48280075.4,16-02-2024,5
6/1/24,9/2/24,26.5,8/2/24,25.8,26,468,2185462,56865974.3,9/2/24,4
5/1/24,2/2/24,26.9,30/01/2024,25.7,26.5,235,987372,25720519.5,2/2/24,5
4/1/24,22/01/2024,27,24/01/2024,25.9,26.5,191,1344122,35602564.1,26-01-2024,4
3/1/24,16/01/2024,27.5,19/01/2024,26.5,26.5,200,220880,5949076.1,19-01-2024,4
2/1/24,8/1/24,28.2,12/1/24,27.4,27.5,298,1364436,37644920.3,12/1/24,5
1/1/24,30/12/2024,40,4/1/24,27.5,39,650,3418815,107878192.6,31-12-2024,6
2023-52,29/12/2023,28,27/12/2023,27.5,28,93,111784,3118461.5,29-12-2023,3
2023-51,18/12/2023,28.7,20/12/2023,27.2,27.5,250,407055,11245008.9,22-12-2023,5
2023-50,12/12/23,29,15/12/2023,28,28.2,372,1197518,34270115.1,15-12-2023,5
2023-49,7/12/23,28.9,4/12/23,26.8,28.5,580,5190860,144636470.4,8/12/23,5
2023-48,1/12/23,27.2,28/11/2023,25.7,27,329,2354256,62824689.2,1/12/23,5
2023-47,20/11/2023,27.1,23/11/2023,25.9,26.2,383,1210748,32032240.9,24-11-2023,5
2023-46,13/11/2023,27.8,16/11/2023,24.9,27,889,7428978,197530733.2,17-11-2023,5
2023-45,8/11/23,28,6/11/23,26.8,27.4,622,2799041,77428776.1,10/11/23,5
2023-44,3/11/23,26.7,31/10/2023,25.5,26.5,324,946575,24613497.3,3/11/23,5
2023-43,23/10/2023,26.6,26/10/2023,25.1,25.7,293,662975,17066870,27-10-2023,5
2023-42,20/10/2023,26.5,19/10/2023,25.3,26.2,225,642191,16615530.5,20-10-2023,5
2023-41,10/10/23,26.6,13/10/2023,25.5,25.9,437,1715461,44582647.9,13-10-2023,5
2023-40,2/10/23,28,6/10/23,26.3,26.4,506,2535133,68151124.3,6/10/23,5
2023-39,27/09/2023,28.1,26/09/2023,26.7,28,448,2436975,67726694.3,27-09-2023,3
2023-38,20/09/2023,27.5,19/09/2023,26.5,27.1,469,6416845,173021085.1,22-09-2023,5
2023-37,14/09/2023,28.3,12/9/23,26.5,27.2,978,7052936,191621374.2,15-09-2023,5
2023-36,8/9/23,27.9,5/9/23,25.4,27.3,1068,9881687,260781723.8,8/9/23,5
2023-35,28/08/2023,26.7,31/08/2023,25.4,25.9,407,1232235,31844192.6,1/9/23,4
2023-34,25/08/2023,27,22/08/2023,23.6,26.2,1399,22881467,580002845.7,25-08-2023,5
2023-33,14/08/2023,25.6,18/08/2023,24,24.3,1102,7315618,183602231,18-08-2023,5
2023-32,11/8/23,25.1,9/8/23,23.6,25,789,5586110,137859840.9,11/8/23,5
2023-31,4/8/23,25.2,3/8/23,22.7,24.5,992,11880096,286609370.9,4/8/23,4
2023-30,28/07/2023,23.5,25/07/2023,22.1,22.8,355,1589817,36443443.7,28-07-2023,5
2023-29,21/07/2023,23.2,20/07/2023,22,23,602,8228376,185560108,21-07-2023,5
2023-28,10/7/23,22.9,11/7/23,21.7,22.1,510,8676117,193870215.5,14-07-2023,5
2023-27,4/7/23,23.5,4/7/23,20.7,22.5,785,3046146,68802718.7,7/7/23,4
2023-26,26/06/2023,23.1,27/06/2023,20.6,21.4,476,1312611,29062166.6,28-06-2023,3
2023-25,23/06/2023,23,20/06/2023,22.2,22.7,981,3693246,84023768.5,23-06-2023,5
2023-24,15/06/2023,23.2,12/6/23,19.2,22,1458,12799372,279785203.3,16-06-2023,5
2023-23,9/6/23,19.8,5/6/23,18,19.5,270,1391763,26163136.5,9/6/23,5
2023-22,2/6/23,18.9,31/05/2023,17.6,18.6,184,842853,15515141.2,2/6/23,5
2023-21,26/05/2023,18.5,23/05/2023,17.3,18,95,178938,3185139.8,26-05-2023,5
2023-20,18/05/2023,18.1,16/05/2023,17.6,17.8,116,437755,7795371.4,19-05-2023,5
2023-19,8/5/23,18.3,10/5/23,17.1,17.6,171,154760,2751778.3,12/5/23,5
2023-18,2/5/23,18.5,2/5/23,17.9,18,90,223956,4064155.8,4/5/23,3
2023-17,26/04/2023,18.6,27/04/2023,17.9,18.1,206,480543,8780143.5,28-04-2023,5
2023-16,17/04/2023,19.5,21/04/2023,18.2,18.6,286,507264,9457284.5,21-04-2023,5
2023-15,12/4/23,19.2,11/4/23,18.3,19,151,1075892,20350288.9,12/4/23,3
2023-14,3/4/23,19.6,3/4/23,18.7,18.8,260,1294429,24592066.3,6/4/23,3
2023-13,29/03/2023,20.2,31/03/2023,19.6,19.6,363,3403728,67808008,31-03-2023,5
12/1/23,21/03/2023,22,24/03/2023,17.5,19.8,745,6643128,138035791.9,24-03-2023,5
11/1/23,14/03/2023,20.4,14/03/2023,19,19.5,517,3739320,73243471.4,17-03-2023,5
10/1/23,8/3/23,21.5,7/3/23,19.8,20.1,1188,4573443,95283078.2,10/3/23,4
9/1/23,3/3/23,20.5,28/02/2023,17.4,20,1384,8403513,160032628.2,3/3/23,5
8/1/23,24/02/2023,18.5,20/02/2023,14,18.4,1537,8860917,151005847.2,24-02-2023,5
7/1/23,17/02/2023,14.1,14/02/2023,13.1,14,298,1088659,14997922,17-02-2023,5
6/1/23,7/2/23,14.9,10/2/23,13.3,13.5,532,1710471,23804867.2,10/2/23,5
5/1/23,3/2/23,14.8,30/01/2023,13.5,14.8,547,808398,11689201.5,3/2/23,5
4/1/23,26/01/2023,13.8,23/01/2023,13.1,13.7,102,615885,8315208.4,27-01-2023,5
3/1/23,20/01/2023,13.5,18/01/2023,12.9,13,111,132302,1726028.7,20-01-2023,4
2/1/23,13/01/2023,13.3,11/1/23,12.9,13.2,60,23562,306775.9,13-01-2023,5
1/1/23,3/1/23,13.8,5/1/23,12.9,12.9,126,108470,1411562.1,5/1/23,4
2022-52,27/12/2022,13.9,28/12/2022,12.8,13.2,134,112590,1471671.9,30-12-2022,4
2022-51,21/12/2022,13.9,22/12/2022,13.1,13.5,134,238033,3211975.6,23-12-2022,5
2022-50,15/12/2022,14.1,16/12/2022,13.8,13.8,93,51243,712332.9,16-12-2022,5
2022-49,5/12/22,14.3,6/12/22,13.7,14.2,68,64326,900828.1,9/12/22,4
2022-48,1/12/22,14.2,29/11/2022,12.9,14,143,325847,4491973,2/12/22,5
2022-47,21/11/2022,13.5,21/11/2022,12.7,12.9,200,147834,1915609.9,25-11-2022,5
2022-46,14/11/2022,14.5,18/11/2022,12.9,13,301,322296,4445388.3,18-11-2022,5
2022-45,10/11/22,14.4,8/11/22,13.8,14,124,115748,1620691.2,11/11/22,4
2022-44,3/11/22,14.1,4/11/22,13.3,13.5,145,91598,1261632.7,4/11/22,5
2022-43,28/10/2022,14.2,26/10/2022,13.7,13.9,68,108173,1510706.8,28-10-2022,4
2022-42,19/10/2022,14.6,21/10/2022,13.9,13.9,101,48521,689900.6,21-10-2022,5
2022-41,14/10/2022,14.7,14/10/2022,13.5,14.5,178,222410,3076587.1,14-10-2022,4
2022-40,3/10/22,15.5,6/10/22,13.9,14.3,245,336038,4870119.8,7/10/22,5
2022-39,27/09/2022,16.3,30/09/2022,15.4,15.5,186,449460,7098564,30-09-2022,5
2022-38,23/09/2022,16.3,19/09/2022,15.5,16.3,180,672506,10804310.5,23-09-2022,5
2022-37,16/09/2022,16.2,13/09/2022,15.3,15.9,176,389237,6217355.1,16-09-2022,5
2022-36,9/9/22,16.1,9/9/22,15,16,218,507883,7979714.3,9/9/22,5
2022-35,2/9/22,16.8,30/08/2022,14.6,16,215,380819,5969518.5,2/9/22,5
2022-34,22/08/2022,15.5,23/08/2022,14,14.6,344,895732,13282093.9,26-08-2022,5
2022-33,16/08/2022,15.2,15/08/2022,13.5,14.7,418,313419,4591395.1,19-08-2022,5
2022-32,9/8/22,14.2,12/8/22,13,13.5,231,515155,6736866.7,12/8/22,4
2022-31,4/8/22,14.5,2/8/22,12.9,13.3,173,256520,3418732.3,5/8/22,5
2022-30,26/07/2022,13.4,25/07/2022,12.9,13,86,59374,772194.3,29-07-2022,6
2022-29,21/07/2022,13.5,22/07/2022,12.9,13,128,225323,2933291.6,22-07-2022,5
2022-28,12/7/22,13.2,15/07/2022,12.9,13.1,66,45255,587460.5,15-07-2022,4
2022-27,4/7/22,13.5,6/7/22,12.8,13,99,42583,556340.3,8/7/22,5
2022-26,28/06/2022,13.7,28/06/2022,13,13.6,58,39949,536488.4,1/7/22,5
2022-25,22/06/2022,14,21/06/2022,13.4,13.8,79,185893,2544266.3,24-06-2022,5
2022-24,16/06/2022,14.3,17/06/2022,13.8,13.9,45,141509,1971042,17-06-2022,4
2022-23,8/6/22,14.7,7/6/22,13.5,14.2,98,100815,1425563.7,10/6/22,5
2022-22,31/05/2022,14.7,31/05/2022,13.9,14.2,82,383180,5384949.5,3/6/22,5
2022-21,27/05/2022,14.8,23/05/2022,13.7,14.1,65,276712,3881244.3,27-05-2022,5
2022-20,17/05/2022,14.5,20/05/2022,13.7,14,89,156154,2189162.5,20-05-2022,4
2022-19,13/05/2022,14,9/5/22,13,13.9,96,189366,2585049.9,13-05-2022,3
2022-18,4/5/22,13.5,6/5/22,13,13.1,62,322559,4195088.8,6/5/22,3
2022-17,29/04/2022,13.5,27/04/2022,12.6,13,208,1069152,13907494.8,29-04-2022,5
2022-14,7/4/22,14.5,4/4/22,13.1,13.6,180,546803,7590612.8,8/4/22,5
2022-13,28/03/2022,15.4,1/4/22,13.3,13.4,269,367016,5376486.8,1/4/22,5
12/1/22,23/03/2022,15.8,25/03/2022,15,15.5,183,167943,2576892.4,25-03-2022,5
11/1/22,18/03/2022,15.9,16/03/2022,14.8,15.2,195,748671,11263889.6,18-03-2022,4
10/1/22,8/3/22,16,9/3/22,14.7,15.6,353,645913,9809070.1,11/3/22,5
9/1/22,2/3/22,16.4,4/3/22,15.5,15.8,306,351134,5569092,4/3/22,4
8/1/22,22/02/2022,16.9,25/02/2022,15.8,16.1,462,2968830,47910174.5,25-02-2022,5
7/1/22,17/02/2022,16.9,17/02/2022,16.1,16.3,362,1561508,25658567.8,18-02-2022,4
6/1/22,7/2/22,17.1,11/2/22,16.3,16.5,553,772808,12810112.7,11/2/22,5
5/1/22,31/01/2022,17.6,2/2/22,16.6,16.9,381,1155138,19702442.5,3/2/22,4
4/1/22,24/01/2022,18.4,28/01/2022,17,17.4,445,2464263,43062340.4,28-01-2022,5
3/1/22,21/01/2022,18.5,19/01/2022,17.7,18.2,292,675505,12163369.3,21-01-2022,4
2/1/22,10/1/22,19,12/1/22,17.5,17.7,384,1072230,19453982.5,13-01-2022,4
1/1/22,6/1/22,19.3,4/1/22,17,18.7,1189,5691927,105206386.6,7/1/22,5
2021-52,30/12/2021,17.6,27/12/2021,16.8,17,449,4274891,72757212.5,31-12-2021,5
2021-51,24/12/2021,17.4,21/12/2021,16.5,17,405,878444,14760849.7,24-12-2021,5
2021-50,13/12/2021,17.2,17/12/2021,16.7,16.8,400,1040954,17610636.6,17-12-2021,5
2021-49,10/12/21,17.4,8/12/21,16.6,17,457,1172599,19760564.3,10/12/21,5
2021-48,1/12/21,17,3/12/21,16.5,16.8,627,798742,13355013.4,3/12/21,5
2021-47,22/11/2021,17.5,26/11/2021,16.5,16.8,737,1178606,19936051.4,26-11-2021,5
2021-46,19/11/2021,17.7,15/11/2021,17.1,17.5,676,1284248,22384157.2,19-11-2021,4
2021-45,11/11/21,18.4,9/11/21,16.9,17.9,955,1522398,26771060.9,12/11/21,5
2021-44,1/11/21,18.3,5/11/21,17.6,17.6,876,2738166,48359934.4,5/11/21,4
2021-43,27/10/2021,19.1,26/10/2021,17.7,18,1938,17270530,308704338.6,29-10-2021,5
2021-42,21/10/2021,18,22/10/2021,17.7,17.8,404,651620,11620238.7,22-10-2021,3
2021-41,11/10/21,18.5,11/10/21,17.8,17.9,488,863289,15526933.4,15-10-2021,5
2021-40,6/10/21,18.2,8/10/21,17.9,18,349,1491152,26835043.7,8/10/21,5
2021-39,30/09/2021,18.7,1/10/21,17.9,18,669,4287868,77344293.2,1/10/21,5
2021-38,23/09/2021,18.5,23/09/2021,17.9,18,144,143183,2581773.7,24-09-2021,4
2021-37,17/09/2021,18.5,13/09/2021,17.8,18.1,276,260104,4693308.5,17-09-2021,5
2021-36,6/9/21,18.9,8/9/21,17.9,18.2,342,2631968,47465516.1,10/9/21,5
2021-35,3/9/21,19.3,31/08/2021,17.7,18,655,6330796,114241818.6,3/9/21,5
2021-34,25/08/2021,19,27/08/2021,18,18.1,527,529798,9756096.9,27-08-2021,5
2021-33,16/08/2021,19.6,20/08/2021,18.5,18.5,311,243812,4600075.8,20-08-2021,5
2021-32,9/8/21,19.5,13/08/2021,18.7,18.9,262,171200,3238903.5,13-08-2021,5
2021-31,3/8/21,19.9,6/8/21,18.9,19.3,458,639545,12301507.3,6/8/21,5
2021-30,30/07/2021,20.1,28/07/2021,19.1,19.6,301,397942,7776901.6,30-07-2021,5
2021-29,22/07/2021,19.9,22/07/2021,19.5,19.8,144,95272,1882293.7,22-07-2021,3
2021-28,16/07/2021,19.9,13/07/2021,19.2,19.9,218,280938,5474715.8,16-07-2021,5
2021-27,9/7/21,19.9,5/7/21,19,19.4,291,290862,5610378.1,9/7/21,5
2021-26,28/06/2021,19.7,2/7/21,19.1,19.2,440,377186,7311172.6,2/7/21,5
2021-25,21/06/2021,20.5,23/06/2021,19.5,19.7,355,370017,7386145.1,25-06-2021,4
2021-24,14/06/2021,21.9,18/06/2021,20.4,20.4,607,713962,14946002.3,18-06-2021,5
2021-23,10/6/21,21.7,7/6/21,20,21.1,350,689986,14507814.5,11/6/21,5
2021-22,4/6/21,20.9,3/6/21,19.8,20,216,995059,19893457.4,4/6/21,5
2021-21,28/05/2021,20,24/05/2021,19.5,19.9,48,54692,1088465.5,28-05-2021,3
2021-20,19/05/2021,20,21/05/2021,19.3,19.8,152,1317648,26323476.1,21-05-2021,5
2021-19,10/5/21,20.3,12/5/21,19,19.4,182,660747,12650837.2,13-05-2021,4
2021-18,3/5/21,20.7,3/5/21,19.6,20.4,119,281325,5677911.9,7/5/21,5
2021-17,28/04/2021,20,30/04/2021,19.7,19.7,124,127675,2529165.2,30-04-2021,4
2021-16,19/04/2021,21,23/04/2021,19.9,20,140,215079,4392023.7,23-04-2021,5
2021-15,15/04/2021,21.2,12/4/21,20.1,20.8,102,125405,2589618.3,16-04-2021,3
2021-14,7/4/21,20.8,6/4/21,19.9,20.2,147,322618,6564034.5,9/4/21,5
2021-13,1/4/21,20.3,1/4/21,19.6,19.7,86,88417,1759133,1/4/21,4
12/1/21,26/03/2021,20,24/03/2021,19.5,19.9,124,102990,2044708.5,26-03-2021,5
11/1/21,15/03/2021,20.9,19/03/2021,19.5,19.8,176,267142,5239009.1,19-03-2021,5
10/1/21,10/3/21,21.4,12/3/21,20,20.4,141,555571,11521261.1,12/3/21,4
9/1/21,1/3/21,21.3,4/3/21,19.5,19.9,256,179088,3598695.2,5/3/21,5
8/1/21,24/02/2021,21.4,24/02/2021,20,21.1,181,200964,4094514.8,25-02-2021,4
7/1/21,15/02/2021,21.8,17/02/2021,19.8,21.2,317,473667,9855659.8,19-02-2021,5
6/1/21,12/2/21,21.8,11/2/21,19.2,21.2,615,971177,19700866.5,12/2/21,5
5/1/21,1/2/21,23.5,5/2/21,20.9,20.9,612,2006028,42830942.1,5/2/21,4
4/1/21,26/01/2021,24.5,29/01/2021,23,23,567,2866810,68472934.5,29-01-2021,4
3/1/21,22/01/2021,24.6,20/01/2021,22.5,24.5,998,7101139,169972838.3,22-01-2021,5
2/1/21,15/01/2021,24.5,12/1/21,22.2,24.3,1051,8180145,190294836,15-01-2021,4
1/1/21,8/1/21,23,4/1/21,20.4,22.9,782,3681272,80467734.7,8/1/21,5
2020-53,28/12/2020,20.8,31/12/2020,20.4,20.5,198,525445,10777785.9,31-12-2020,3
2020-52,24/12/2020,21,23/12/2020,20.5,20.6,213,215217,4443518.8,24-12-2020,4
2020-51,14/12/2020,21.7,18/12/2020,20.5,20.8,384,3085918,64982295.9,18-12-2020,5
2020-50,7/12/20,21.6,9/12/20,20.9,21.1,408,2159581,45648134,11/12/20,5
2020-49,2/12/20,22,3/12/20,21,21.5,837,8376569,180050663.5,4/12/20,5
2020-48,27/11/2020,21.4,24/11/2020,20,21.1,989,7433993,151651250,27-11-2020,5
2020-47,20/11/2020,22,16/11/2020,18,20.6,1652,6275672,128188551.9,20-11-2020,5
2020-46,13/11/2020,19,11/11/20,17.5,18.5,387,1442290,26650008.6,13-11-2020,5
2020-45,5/11/20,18.6,2/11/20,17,18.4,291,771301,13909392.1,6/11/20,5
