Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
2024-42,18/10/2024,1220,14/10/2024,1200.25,1215,80,8795,10671514,18-10-2024,4
2024-41,7/10/24,1215,8/10/24,1196.5,1209,170,19605,23525090.75,11/10/24,5
2024-40,2/10/24,1249.75,2/10/24,1190,1210,175,19769,23766026.75,4/10/24,5
2024-39,27/09/2024,1200,23/09/2024,1160.5,1200,249,20334,24257450.25,27-09-2024,5
2024-38,18/09/2024,1198.75,18/09/2024,1159.75,1183.5,211,16555,19453701.75,20-09-2024,3
2024-37,9/9/24,1200,9/9/24,1100,1180,300,474356,522250081,13-09-2024,5
2024-36,3/9/24,1220,3/9/24,1160,1218,218,57436,66976917,6/9/24,5
2024-35,26/08/2024,1261,29/08/2024,1200.5,1210,240,125408,152377843.5,30-08-2024,5
2024-34,20/08/2024,1259,23/08/2024,1210,1236.75,211,53259,66403008,23-08-2024,4
2024-33,16/08/2024,1250,12/8/24,1220,1247.5,255,94311,116975163.3,16-08-2024,5
2024-32,5/8/24,1239,8/8/24,1200.75,1224,148,6178,7565968,9/8/24,5
2024-31,30/07/2024,1239.75,2/8/24,1230,1230,162,16950,20872973.75,2/8/24,5
2024-30,26/07/2024,1240,23/07/2024,1228.5,1232,117,48133,59210810.25,26-07-2024,5
2024-29,15/07/2024,1244.75,19/07/2024,1230,1232.5,112,15964,19639568,19-07-2024,5
2024-28,8/7/24,1246.5,12/7/24,1225,1241.5,140,10726,13181671.75,12/7/24,5
2024-27,3/7/24,1266.75,4/7/24,1230,1235.75,133,21001,26182910.5,5/7/24,5
2024-26,27/06/2024,1254.75,24/06/2024,1200,1238,164,34687,43281950,28-06-2024,5
2024-25,19/06/2024,1267.75,20/06/2024,1251,1252.5,78,17215,21606103.25,20-06-2024,3
2024-24,12/6/24,1269.75,11/6/24,1250,1258,140,6455,8115657.75,14-06-2024,6
2024-23,6/6/24,1274.5,3/6/24,1205.25,1250,257,16056,19643415.75,7/6/24,5
2024-22,27/05/2024,1300,30/05/2024,1200,1244,226,7837,9637018.5,31-05-2024,5
2024-21,20/05/2024,1320,22/05/2024,1282,1297,260,26289,34151610.5,22-05-2024,3
2024-20,14/05/2024,1350,13/05/2024,1297,1326.25,194,11439,15253336.75,17-05-2024,5
2024-19,10/5/24,1300,6/5/24,1285,1299.75,176,68231,88647855.25,10/5/24,5
2024-18,3/5/24,1300,29/04/2024,1259.5,1299,167,52345,67274708.5,3/5/24,4
2024-17,26/04/2024,1272,22/04/2024,1240,1260,136,12771,16134816.75,26-04-2024,4
2024-16,19/04/2024,1246,16/04/2024,1001,1245.25,341,24640,29841681.5,19-04-2024,5
2024-15,10/4/24,1222,8/4/24,1200,1217,124,47340,57489844.25,10/4/24,3
2024-14,1/4/24,1229,4/4/24,1180,1197.5,106,9807,11829836,5/4/24,5
2024-13,28/03/2024,1235,26/03/2024,1218,1228.25,149,13766,16872008.75,28-03-2024,4
12/1/24,22/03/2024,1228,18/03/2024,1151,1222.25,321,21937,26384356.5,22-03-2024,5
11/1/24,12/3/24,1190,12/3/24,1100,1164,408,43526,49179926,15-03-2024,5
10/1/24,7/3/24,1100,4/3/24,1052.5,1094.5,198,19938,21542807,7/3/24,4
9/1/24,1/3/24,1065,26/02/2024,1005,1059.25,177,17398,18304418.75,1/3/24,5
8/1/24,22/02/2024,1025.25,20/02/2024,1000.25,1025,96,14187,14390468.5,22-02-2024,4
7/1/24,14/02/2024,1020,12/2/24,1000,1007.75,67,9618,9711151.75,16-02-2024,5
6/1/24,7/2/24,1015,9/2/24,1000,1000.5,92,10922,10944655,9/2/24,4
5/1/24,30/01/2024,1020,29/01/2024,1000,1019,51,3956,3959711.5,2/2/24,5
4/1/24,23/01/2024,1019,23/01/2024,962,1002.75,101,22636,22650086.25,26-01-2024,4
3/1/24,18/01/2024,1020,19/01/2024,1000,1001,49,4187,4231394.75,19-01-2024,4
2/1/24,8/1/24,1040,8/1/24,990,1015,122,63953,64341113.75,12/1/24,5
1/1/24,31/12/2024,1415,2/1/24,955,1397.25,327,90756,102376612.3,31-12-2024,6
2023-52,29/12/2023,960,28/12/2023,952,953.75,79,4246,4053858.25,29-12-2023,3
2023-51,21/12/2023,964.75,19/12/2023,946.25,953,108,3338,3191360.25,22-12-2023,5
2023-50,13/12/2023,965,15/12/2023,952,952.5,117,3107,2981970,15-12-2023,5
2023-49,8/12/23,965,5/12/23,956.25,958.25,119,3955,3795529.75,8/12/23,5
2023-48,29/11/2023,989.75,1/12/23,956,960,146,16112,15470204,1/12/23,5
2023-47,23/11/2023,996,23/11/2023,960,960.5,130,11269,10879302,24-11-2023,5
2023-46,16/11/2023,999,17/11/2023,984,984,273,58328,57469088.5,17-11-2023,5
2023-45,10/11/23,1000,9/11/23,981,987.75,316,77286,76320003,10/11/23,5
2023-44,31/10/2023,998.75,30/10/2023,979.25,988,91,19624,19270419.5,3/11/23,5
2023-43,27/10/2023,999,27/10/2023,985,985.25,96,5656,5590133,27-10-2023,5
2023-42,20/10/2023,1000,19/10/2023,950.25,966,125,21787,20837138,20-10-2023,5
2023-41,9/10/23,1020,13/10/2023,990,990,139,6903,6873784.5,13-10-2023,5
2023-40,6/10/23,1020,5/10/23,1000,1013.75,137,14857,14958034.25,6/10/23,5
2023-39,27/09/2023,1012,26/09/2023,999,1010.25,81,6664,6720686,27-09-2023,3
2023-38,21/09/2023,1011.5,22/09/2023,975.25,1000,199,52695,52544380.5,22-09-2023,5
2023-37,11/9/23,1009,15/09/2023,995,995,177,18202,18153830.25,15-09-2023,5
2023-36,5/9/23,1060,4/9/23,985,1003,183,29526,29617333.5,8/9/23,5
2023-35,29/08/2023,1000,28/08/2023,993,995,124,9417,9391941,1/9/23,4
2023-34,24/08/2023,1003.5,21/08/2023,960,994.25,233,25918,25731337,25-08-2023,5
2023-33,14/08/2023,1014,17/08/2023,970,998.5,259,243923,238926870.8,18-08-2023,5
2023-32,11/8/23,1020,9/8/23,925,1000,309,52751,51093435.75,11/8/23,5
2023-31,4/8/23,950,31/07/2023,910,949.75,151,95116,90062133.75,4/8/23,4
2023-30,28/07/2023,974.75,25/07/2023,895,935.5,183,9999,9118946.5,28-07-2023,5
2023-29,21/07/2023,920,19/07/2023,860,904.75,251,52104,46650371,21-07-2023,5
2023-28,14/07/2023,882,11/7/23,847,879.5,159,28273,24274370.75,14-07-2023,5
2023-27,7/7/23,860,4/7/23,835,850,180,19822,16841146.75,7/7/23,4
2023-26,28/06/2023,830,28/06/2023,820,820.25,86,39069,32075583,28-06-2023,3
2023-25,23/06/2023,838,19/06/2023,816,825,109,7729,6354094,23-06-2023,5
2023-24,15/06/2023,847.75,12/6/23,800,839.5,126,68595,55255337.25,16-06-2023,5
2023-23,6/6/23,808,8/6/23,795.25,795.5,91,17736,14207226,9/6/23,5
2023-22,31/05/2023,815,30/05/2023,770.25,800,127,6385,5032766,2/6/23,5
2023-21,22/05/2023,826,26/05/2023,791.25,809.5,182,38036,30552542.75,26-05-2023,5
2023-20,16/05/2023,848.75,15/05/2023,800,828.25,351,107147,89830080,19-05-2023,5
2023-19,12/5/23,790,8/5/23,735.75,779.75,167,16418,12201381.25,12/5/23,5
2023-18,4/5/23,738.5,2/5/23,717,738.5,113,33926,24852392.25,4/5/23,3
2023-17,26/04/2023,744,25/04/2023,710,723.5,146,67472,48567310.5,28-04-2023,5
2023-16,18/04/2023,750,20/04/2023,735.5,742.5,103,10710,7995332,21-04-2023,5
2023-15,12/4/23,749.75,10/4/23,710,743.5,131,26531,19680237.5,12/4/23,3
2023-14,6/4/23,720,4/4/23,680,710,140,8546,5951197.5,6/4/23,3
2023-13,31/03/2023,685,28/03/2023,655.5,680.75,158,77950,52231279.5,31-03-2023,5
12/1/23,20/03/2023,700,23/03/2023,640,642,348,1547326,991483798.8,24-03-2023,5
11/1/23,17/03/2023,700,13/03/2023,665,678.5,134,8668,5925411,17-03-2023,5
10/1/23,10/3/23,708.25,9/3/23,675,694.75,194,25768,17512969,10/3/23,4
9/1/23,3/3/23,688.5,28/02/2023,635,674.5,235,7997,5292657.25,3/3/23,5
8/1/23,22/02/2023,659,22/02/2023,611.25,648,77,6570,4168686.5,24-02-2023,5
7/1/23,13/02/2023,644,17/02/2023,622.5,628.5,60,83643,53755867.5,17-02-2023,5
6/1/23,6/2/23,669.75,9/2/23,635,643.75,115,10141,6699586,10/2/23,5
5/1/23,2/2/23,667.5,31/01/2023,610,666,172,15446,9736027,3/2/23,5
4/1/23,24/01/2023,628,26/01/2023,603,610,61,28056,17271562,27-01-2023,5
3/1/23,20/01/2023,607,19/01/2023,598,605.75,89,51110,30679698.5,20-01-2023,4
2/1/23,11/1/23,620,9/1/23,600,604.75,66,5618,3454418.75,13-01-2023,5
1/1/23,3/1/23,624.75,5/1/23,610,613.25,38,2741,1688274,5/1/23,4
2022-52,29/12/2022,625,28/12/2022,598.5,625,67,1780,1080457.75,30-12-2022,4
2022-51,19/12/2022,648.25,23/12/2022,601,603.25,96,6677,4076512.75,23-12-2022,5
2022-50,14/12/2022,655,13/12/2022,610,622.75,102,3315,2058601,16-12-2022,5
2022-49,5/12/22,677.75,9/12/22,610.5,615,149,11997,7437194.5,9/12/22,4
2022-48,1/12/22,640,28/11/2022,580,617,90,21624,12964713.75,2/12/22,5
2022-47,22/11/2022,595,25/11/2022,570,571.75,125,14980,8739443.75,25-11-2022,5
2022-46,15/11/2022,609,18/11/2022,580,584.5,105,1874,1113293,18-11-2022,5
2022-45,8/11/22,619.75,11/11/22,580,583.75,100,2636,1569763.25,11/11/22,4
2022-44,3/11/22,660,4/11/22,620,620,91,13795,8687199.75,4/11/22,5
2022-43,26/10/2022,667,25/10/2022,628,650,47,1897,1227316.75,28-10-2022,4
2022-42,18/10/2022,698.75,21/10/2022,649.5,651,57,5071,3312082.5,21-10-2022,5
2022-41,13/10/2022,707,11/10/22,660,670.5,51,3606,2406526,14-10-2022,4
2022-40,3/10/22,710,4/10/22,650,677.5,85,1084,745495.25,7/10/22,5
2022-39,28/09/2022,725,27/09/2022,656,706.5,147,4866,3349509.75,30-09-2022,5
2022-38,23/09/2022,695,19/09/2022,651,694.5,83,3928,2644402.25,23-09-2022,5
2022-37,16/09/2022,665,12/9/22,638.75,659.5,158,28051,18244100.75,16-09-2022,5
2022-36,8/9/22,650,8/9/22,620,640,109,22143,14164085,9/9/22,5
2022-35,2/9/22,630,30/08/2022,607,620.75,94,53719,33308518.75,2/9/22,5
2022-34,26/08/2022,623.5,22/08/2022,600,620.5,112,62936,39003618,26-08-2022,5
2022-33,15/08/2022,625,15/08/2022,590,608,107,43128,25894703,19-08-2022,5
2022-32,12/8/22,590,8/8/22,564,585,123,68349,39838076,12/8/22,4
2022-31,5/8/22,589,4/8/22,560,565.75,135,8448,4830057.75,5/8/22,5
2022-30,29/07/2022,590,26/07/2022,560,585.25,93,68368,39208110.5,29-07-2022,6
2022-29,20/07/2022,599,18/07/2022,540,560.25,168,5167,2855110.25,22-07-2022,5
2022-28,12/7/22,598,15/07/2022,531,550,141,14010,7787392.5,15-07-2022,4
2022-27,4/7/22,599.75,8/7/22,560,561.75,89,2636,1506361.25,8/7/22,5
2022-26,1/7/22,600,27/06/2022,580.5,583,52,19454,11380949,1/7/22,5
2022-25,24/06/2022,601,20/06/2022,585,598.75,51,1435,845298.25,24-06-2022,4
2022-24,17/06/2022,620,16/06/2022,585,587.5,40,1276,757091.75,17-06-2022,4
2022-23,6/6/22,645,9/6/22,592,595.25,100,5542,3333841,10/6/22,5
2022-22,31/05/2022,688,3/6/22,624,625,95,64909,42132810.25,3/6/22,5
2022-21,26/05/2022,695,24/05/2022,627,659.5,120,214474,139386548.5,27-05-2022,5
2022-20,20/05/2022,650,17/05/2022,624,648,92,10028,6450433,20-05-2022,4
2022-19,13/05/2022,669,12/5/22,617,623.75,110,7185,4515459,13-05-2022,3
2022-18,6/5/22,649,4/5/22,605,646.5,72,2784,1757323.5,6/5/22,3
2022-17,29/04/2022,620,27/04/2022,555,613.25,165,7104,4096822.75,29-04-2022,5
2022-14,6/4/22,700,4/4/22,525,668,362,264765,169422200,8/4/22,5
2022-13,29/03/2022,720,1/4/22,520,520,588,1746017,946925815.5,1/4/22,5
12/1/22,22/03/2022,750,25/03/2022,718,719.75,170,17677,12766433,25-03-2022,5
11/1/22,14/03/2022,740,16/03/2022,715,723,156,13513,9822777.5,18-03-2022,4
10/1/22,7/3/22,800,11/3/22,730,733.5,348,16489,12407486,11/3/22,5
9/1/22,28/02/2022,839.75,3/3/22,791,797.25,208,7645,6101808,4/3/22,4
8/1/22,21/02/2022,856,25/02/2022,775,800,577,28030,23026651.25,25-02-2022,5
7/1/22,15/02/2022,875,15/02/2022,852,857.5,194,5671,4880588,18-02-2022,4
6/1/22,8/2/22,898.75,11/2/22,862.25,863,249,13477,11705229.25,11/2/22,5
5/1/22,2/2/22,899,1/2/22,870.25,877.75,170,59843,52397821,3/2/22,4
4/1/22,28/01/2022,890,24/01/2022,870,880,196,8873,7776194.5,28-01-2022,5
3/1/22,21/01/2022,929.75,18/01/2022,867,875.25,230,15547,13591777,21-01-2022,4
2/1/22,11/1/22,939.5,13/01/2022,869.75,872,229,10472,9144012.25,13-01-2022,4
1/1/22,7/1/22,886,7/1/22,865,883.25,328,19681,17237156,7/1/22,5
2021-52,31/12/2021,885.75,28/12/2021,869,878,316,18855,16626849.75,31-12-2021,5
2021-51,20/12/2021,891,23/12/2021,879.75,882,265,6627,5862970.75,24-12-2021,5
2021-50,13/12/2021,895,16/12/2021,883,887.5,227,7999,7089116.25,17-12-2021,5
2021-49,8/12/21,905,6/12/21,883,891.25,208,22174,19775135.25,10/12/21,5
2021-48,30/11/2021,900,30/11/2021,850,887,308,24613,22015472.5,3/12/21,5
2021-47,22/11/2021,919,26/11/2021,894.5,899.75,244,22552,20293242,26-11-2021,5
2021-46,16/11/2021,925,19/11/2021,900,901,261,18320,16600250,19-11-2021,4
2021-45,11/11/21,931,10/11/21,910,925,208,23597,21761561,12/11/21,5
2021-44,1/11/21,920,3/11/21,909,910,157,9055,8246053.25,5/11/21,4
2021-43,25/10/2021,925.5,27/10/2021,903,911.75,171,13521,12350158.5,29-10-2021,5
2021-42,21/10/2021,930,22/10/2021,915,915.75,83,8214,7556151,22-10-2021,3
2021-41,12/10/21,948.5,15/10/2021,915,917.5,167,19864,18457217.25,15-10-2021,5
2021-40,7/10/21,925,5/10/21,900,915.75,186,37760,34133256.75,8/10/21,5
2021-39,1/10/21,905,28/09/2021,899.25,900.25,408,38012,34248355,1/10/21,5
2021-38,23/09/2021,910,24/09/2021,900.75,905,120,6892,6248311,24-09-2021,4
2021-37,13/09/2021,920,17/09/2021,900,900.25,690,51651,46622691.5,17-09-2021,5
2021-36,6/9/21,940,10/9/21,918,919.75,430,52050,48083758.25,10/9/21,5
2021-35,31/08/2021,944,3/9/21,925,927.25,270,27912,26064775.75,3/9/21,5
2021-34,25/08/2021,953,23/08/2021,924,934.75,417,58191,54568407.75,27-08-2021,5
2021-33,16/08/2021,1000,20/08/2021,940,944.5,322,16816,15982308.75,20-08-2021,5
2021-32,13/08/2021,960,12/8/21,946,950,481,65631,62348862,13-08-2021,5
2021-31,5/8/21,960,5/8/21,953,956.75,243,15909,15233062,6/8/21,5
2021-30,29/07/2021,975,29/07/2021,958,960,240,34721,33347047,30-07-2021,5
2021-29,20/07/2021,982,22/07/2021,975,975,59,5767,5636039.5,22-07-2021,3
2021-28,16/07/2021,980,12/7/21,960.25,980,87,134138,129139249.3,16-07-2021,5
2021-27,9/7/21,975,5/7/21,953.5,961,125,29193,27936362.5,9/7/21,5
2021-26,28/06/2021,969.5,30/06/2021,950,953.25,321,38721,37050450.75,2/7/21,5
2021-25,21/06/2021,970,25/06/2021,960,960,199,26732,25750104,25-06-2021,4
2021-24,14/06/2021,980,18/06/2021,965,966.75,182,13073,12675645.5,18-06-2021,5
2021-23,11/6/21,980,8/6/21,967,979.75,160,36528,35420310.75,11/6/21,5
2021-22,1/6/21,994.75,31/05/2021,955.25,970,221,115445,111274757.8,4/6/21,5
2021-21,24/05/2021,998.75,28/05/2021,959.75,960,360,17918,17368018.25,28-05-2021,3
2021-20,18/05/2021,1009.75,19/05/2021,985,988.5,165,23739,23517175.5,21-05-2021,5
2021-19,13/05/2021,990,12/5/21,970,990,50,39598,38443072.5,13-05-2021,4
2021-18,6/5/21,997,4/5/21,962.25,974.5,106,8261,8083321.5,7/5/21,5
2021-17,27/04/2021,979.25,29/04/2021,950.25,970,250,133495,121999843.5,30-04-2021,4
2021-16,23/04/2021,988,23/04/2021,975,984.5,152,5969,5846475,23-04-2021,5
2021-15,15/04/2021,1009,16/04/2021,978,980,182,6124,6063984.25,16-04-2021,3
2021-14,9/4/21,989,8/4/21,976,983.25,139,2918,2870112.75,9/4/21,5
2021-13,29/03/2021,1000,31/03/2021,976.5,989.5,229,157069,153989238.3,1/4/21,4
12/1/21,26/03/2021,1000,24/03/2021,975,999,61,1225,1218278,26-03-2021,5
11/1/21,16/03/2021,1010,19/03/2021,975,975.5,150,11052,10908732.5,19-03-2021,5
10/1/21,9/3/21,1035,12/3/21,998.5,999.5,112,2332,2346133.5,12/3/21,4
9/1/21,1/3/21,1050,5/3/21,999,1003.25,284,38862,39098433,5/3/21,5
8/1/21,23/02/2021,1080,25/02/2021,1045,1050,161,21358,22485669.5,25-02-2021,4
7/1/21,16/02/2021,1119.75,18/02/2021,1031,1070,170,38753,41912030.75,19-02-2021,5
6/1/21,10/2/21,1129.75,11/2/21,1080,1100,162,22425,24726148.5,12/2/21,5
5/1/21,1/2/21,1138,2/2/21,1050,1116.75,186,32772,36420406.75,5/2/21,4
4/1/21,25/01/2021,1130,29/01/2021,1101,1105.5,179,40123,44877521.25,29-01-2021,4
3/1/21,19/01/2021,1139,21/01/2021,1100,1119.25,223,17168,19286611.25,22-01-2021,5
2/1/21,15/01/2021,1150,12/1/21,1100,1114.25,198,18235,20468538.25,15-01-2021,4
1/1/21,5/1/21,1147,4/1/21,1040,1131.5,297,19238,21031523.4,8/1/21,5
2020-53,31/12/2020,1030,28/12/2020,1005.5,1028.9,54,2714,2764083.7,31-12-2020,3
2020-52,24/12/2020,1030,22/12/2020,1000,1015.9,109,12210,12250761.1,24-12-2020,4
2020-51,14/12/2020,1040,17/12/2020,1002,1011.9,180,27635,27994260.9,18-12-2020,5
2020-50,11/12/20,1012,7/12/20,975.1,1001.4,223,28538,28311566.7,11/12/20,5
2020-49,2/12/20,995,1/12/20,950,974.9,105,24824,23649201.6,4/12/20,5
2020-48,23/11/2020,958,27/11/2020,941,945.5,158,16344,15463994,27-11-2020,5
2020-47,16/11/2020,983.4,20/11/2020,941,941.3,181,148376,141824596.4,20-11-2020,5
2020-46,11/11/20,989.9,13/11/2020,960,965.3,179,67291,64698118.6,13-11-2020,5
2020-45,5/11/20,969,3/11/20,945.5,961.5,117,2488,2385406.8,6/11/20,5
