Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
2017-25,23/06/2017,11.9,19/06/2017,11.7,11.8,99,14146290,168337804.2,23-06-2017,5
2017-24,14/06/2017,12,16/06/2017,11.7,11.7,104,4760219,56555628.3,16-06-2017,5
2017-23,9/6/17,12,9/6/17,11.7,11.8,45,2781987,33103680.7,9/6/17,4
2017-22,1/6/17,12.1,29/05/2017,11.6,11.7,159,3839098,46384648.5,2/6/17,5
2017-21,24/05/2017,12.1,23/05/2017,11.8,11.9,112,2107109,25426695.4,26-05-2017,5
2017-20,17/05/2017,12.2,16/05/2017,11.5,11.9,192,42317957,511961743.3,19-05-2017,5
2017-19,9/5/17,12.3,12/5/17,11.7,11.8,133,488031,5868025,12/5/17,3
2017-18,5/5/17,12.3,4/5/17,11.9,12.2,143,9650610,115915107.9,5/5/17,4
2017-17,28/04/2017,12.1,26/04/2017,11.8,12,186,5917107,71005170,28-04-2017,5
2017-16,20/04/2017,12.1,19/04/2017,11.2,11.8,283,31896822,373856186.2,21-04-2017,5
2017-15,12/4/17,11.5,12/4/17,11.4,11.4,24,23742,271673.5,12/4/17,2
2017-14,7/4/17,11.5,3/4/17,11.1,11.4,85,121314,1380657.2,7/4/17,5
2017-13,29/03/2017,11.5,31/03/2017,11,11.3,121,17884495,203702063.9,31-03-2017,5
12/1/17,20/03/2017,11.4,24/03/2017,11.1,11.1,123,17664735,199541999,24-03-2017,5
11/1/17,17/03/2017,11.3,17/03/2017,11.1,11.3,89,20102275,226134095.6,17-03-2017,5
10/1/17,7/3/17,11.5,10/3/17,11.1,11.1,129,15887814,182081441.1,10/3/17,5
9/1/17,2/3/17,11.5,28/02/2017,10.7,11.1,124,9865141,112814654,3/3/17,5
8/1/17,22/02/2017,11.1,23/02/2017,10.8,11,62,1171825,12889622.4,23-02-2017,4
7/1/17,14/02/2017,11.2,16/02/2017,10.8,11,171,12248686,134725821.6,17-02-2017,5
6/1/17,8/2/17,10.9,7/2/17,10.4,10.6,92,512864,5386662.6,9/2/17,4
5/1/17,31/01/2017,11.6,3/2/17,10.6,10.7,87,760448,8154165.2,3/2/17,5
4/1/17,25/01/2017,11,27/01/2017,10.6,10.6,105,12028344,132252169.1,27-01-2017,5
3/1/17,19/01/2017,10.8,19/01/2017,10.5,10.6,101,943556,9922910.9,20-01-2017,5
2/1/17,11/1/17,10.6,10/1/17,10.4,10.5,58,257528,2703038.8,13-01-2017,4
1/1/17,6/1/17,10.6,2/1/17,10.4,10.6,67,209068,2196507.3,6/1/17,5
2016-52,30/12/2016,10.6,28/12/2016,10.4,10.5,25,684346,7185640.5,30-12-2016,4
2016-51,19/12/2016,10.7,20/12/2016,10.4,10.5,91,2974774,31235756.3,23-12-2016,5
2016-50,16/12/2016,10.7,16/12/2016,10.5,10.5,44,4274548,44903299.5,16-12-2016,3
2016-49,5/12/16,10.9,5/12/16,10.2,10.7,164,69605685,730859200.3,9/12/16,5
2016-48,2/12/16,10.6,29/11/2016,10.1,10.6,97,299809,3078715.8,2/12/16,5
2016-47,22/11/2016,10.6,25/11/2016,10.2,10.3,129,129920,1358365.1,25-11-2016,5
2016-46,15/11/2016,11.3,16/11/2016,10.4,10.5,265,8187176,87116967.8,18-11-2016,4
2016-45,7/11/16,11.6,11/11/16,11.2,11.2,77,929232,10681170.5,11/11/16,5
2016-44,4/11/16,11.6,3/11/16,11.3,11.5,68,898531,10345962.7,4/11/16,5
2016-43,26/10/2016,11.7,28/10/2016,11.5,11.6,105,2376282,27563330.8,28-10-2016,5
2016-42,21/10/2016,11.6,18/10/2016,11.4,11.6,94,26738027,309805839.9,21-10-2016,5
2016-41,10/10/16,11.8,14/10/2016,11.4,11.5,110,1553070,17919676.4,14-10-2016,5
2016-40,7/10/16,11.7,7/10/16,11.5,11.6,129,1398644,16283232.7,7/10/16,5
2016-39,30/09/2016,11.6,29/09/2016,11.4,11.6,136,1172396,13509824.5,30-09-2016,5
2016-38,23/09/2016,11.5,21/09/2016,11.3,11.4,112,14494457,165212761.6,23-09-2016,5
2016-37,14/09/2016,11.5,15/09/2016,11.2,11.3,58,1254338,14234790.6,15-09-2016,3
2016-36,9/9/16,11.5,7/9/16,11.1,11.4,187,7605025,86728480.5,9/9/16,5
2016-35,29/08/2016,11.4,2/9/16,11.2,11.3,80,279486,3156766.3,2/9/16,4
2016-34,23/08/2016,11.6,26/08/2016,11.3,11.4,114,1515131,17300945.5,26-08-2016,5
2016-33,19/08/2016,11.6,15/08/2016,11,11.6,242,2239387,25177921.4,19-08-2016,4
2016-32,12/8/16,11,12/8/16,10.9,11,125,5458791,60032360.6,12/8/16,5
2016-31,2/8/16,11.1,5/8/16,10.8,10.8,88,8619462,94801446.9,5/8/16,5
2016-30,29/07/2016,11.1,25/07/2016,10.7,11,170,44117277,485328411.6,29-07-2016,5
2016-29,22/07/2016,11,18/07/2016,10.5,11,111,29354296,322866895.5,22-07-2016,4
2016-28,14/07/2016,10.9,11/7/16,10.5,10.8,89,5800414,62464766.7,15-07-2016,5
2016-27,8/7/16,10.7,7/7/16,10.4,10.5,63,105232,1100498.6,8/7/16,4
2016-26,30/06/2016,10.8,30/06/2016,10.2,10.6,137,178480,1869758.5,1/7/16,5
2016-25,23/06/2016,10.9,24/06/2016,10.7,10.7,76,212179,2296511,24-06-2016,5
2016-24,15/06/2016,11,16/06/2016,10.7,10.8,109,15493224,170406064.8,17-06-2016,5
2016-23,9/6/16,11,7/6/16,10.7,10.9,107,104918,1136604.2,10/6/16,5
2016-22,31/05/2016,11.3,3/6/16,10.6,10.8,147,1135409,12694444.4,3/6/16,5
2016-21,26/05/2016,11.4,27/05/2016,11.1,11.1,124,1561886,17506746,27-05-2016,4
2016-20,20/05/2016,11.5,16/05/2016,11.2,11.4,265,33202254,378393746.5,20-05-2016,5
2016-19,13/05/2016,11.3,9/5/16,10.8,11.2,165,4751722,53493453.6,13-05-2016,5
2016-18,6/5/16,11.1,3/5/16,10.6,11,175,11221295,123325141.4,6/5/16,4
2016-17,29/04/2016,10.8,29/04/2016,10.5,10.7,142,1400939,14717656.8,29-04-2016,5
2016-16,22/04/2016,10.6,18/04/2016,10.4,10.6,92,2704980,28403355.2,22-04-2016,4
2016-15,15/04/2016,10.5,12/4/16,10.3,10.4,51,572470,5954945.5,15-04-2016,3
2016-14,8/4/16,10.5,6/4/16,10.1,10.4,55,44607,460263.1,8/4/16,5
2016-13,1/4/16,10.3,31/03/2016,10.1,10.2,71,553254,5642242.7,1/4/16,5
12/1/16,24/03/2016,10.3,24/03/2016,10.1,10.1,41,54683,554328.3,24-03-2016,3
11/1/16,18/03/2016,10.3,17/03/2016,10,10.2,116,11724062,119464383,18-03-2016,5
10/1/16,11/3/16,10.2,9/3/16,9.7,10.2,150,1696604,16911385.7,11/3/16,4
9/1/16,4/3/16,10.2,29/02/2016,9.9,10.1,121,867036,8712961.3,4/3/16,5
8/1/16,26/02/2016,10.1,26/02/2016,9.9,9.9,83,132056,1319372.8,26-02-2016,4
7/1/16,19/02/2016,10.1,18/02/2016,9.9,10,141,1456019,14534452.6,19-02-2016,5
6/1/16,12/2/16,10.2,12/2/16,10,10.1,90,583886,5854404.6,12/2/16,5
5/1/16,3/2/16,10.3,1/2/16,10,10.1,69,324271,3297221.2,5/2/16,4
4/1/16,29/01/2016,10.3,25/01/2016,9.9,10.2,129,1435149,14355179.2,29-01-2016,5
3/1/16,19/01/2016,10.3,20/01/2016,9.8,10,285,13455113,138539135.7,22-01-2016,5
2/1/16,14/01/2016,10.4,12/1/16,9.9,10.1,138,14266697,148318189.9,14-01-2016,4
1/1/16,4/1/16,10.9,8/1/16,10.3,10.3,279,52679546,552586303.2,8/1/16,5
2015-53,31/12/2015,10.7,31/12/2015,10.5,10.7,77,40612,427911,31-12-2015,4
2015-52,23/12/2015,10.7,21/12/2015,10.5,10.6,105,11273701,118379640.4,23-12-2015,3
2015-51,17/12/2015,10.8,17/12/2015,10.5,10.6,121,18289827,192056909.4,18-12-2015,5
2015-50,8/12/15,10.9,11/12/15,10.5,10.5,126,1226760,12982158.5,11/12/15,5
2015-49,2/12/15,10.9,4/12/15,10.5,10.5,177,709596,7510891.2,4/12/15,5
2015-48,27/11/2015,11,27/11/2015,10.6,10.8,223,4484494,48793823.4,27-11-2015,4
2015-47,16/11/2015,11.3,20/11/2015,10.9,11,295,31293596,344221306.1,20-11-2015,5
2015-46,13/11/2015,11.3,12/11/15,11,11.1,136,18103785,201011568.4,13-11-2015,4
2015-45,4/11/15,11.4,5/11/15,11,11.1,128,130430,1464892.5,6/11/15,5
