Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
6/1/22,7/2/22,11.2,8/2/22,10.7,10.9,626,6385557,69825339,11/2/22,5
5/1/22,1/2/22,11.5,3/2/22,10.7,10.9,871,13292827,145813665,3/2/22,4
4/1/22,24/01/2022,11.7,28/01/2022,10.7,10.8,1563,20802509,228716473.6,28-01-2022,5
3/1/22,18/01/2022,12.3,21/01/2022,11.6,11.7,986,8841912,105899051.2,21-01-2022,4
2/1/22,13/01/2022,12.4,11/1/22,10.9,11.9,2398,28082336,322924554,13-01-2022,4
1/1/22,3/1/22,12.9,7/1/22,10.7,10.8,1351,6923309,75066003.5,7/1/22,5
2021-52,29/12/2021,11.2,31/12/2021,10.9,10.9,521,3222348,35544407.5,31-12-2021,5
2021-51,20/12/2021,11.1,23/12/2021,10.8,10.9,526,1440068,15702730.7,24-12-2021,5
2021-50,14/12/2021,11.2,17/12/2021,11,11,424,6989468,77476596,17-12-2021,5
2021-49,10/12/21,11.2,10/12/21,11,11.1,421,3459280,38296894.1,10/12/21,5
2021-48,1/12/21,11.3,2/12/21,11,11.2,420,5522346,61796544.3,3/12/21,5
2021-47,26/11/2021,11.4,25/11/2021,10.9,11.2,533,5792753,64320614.3,26-11-2021,5
2021-46,17/11/2021,11.1,17/11/2021,10.8,10.9,628,3534358,38835440.4,19-11-2021,4
2021-45,11/11/21,11.3,10/11/21,10.9,11.1,528,6860795,76008154.6,12/11/21,5
2021-44,2/11/21,11.2,5/11/21,11,11,339,2109147,23313084.9,5/11/21,4
2021-43,29/10/2021,11.3,27/10/2021,11,11.1,496,7133559,79687022.4,29-10-2021,5
2021-42,18/10/2021,11.3,22/10/2021,11,11,253,1990920,22222205,22-10-2021,3
2021-41,15/10/2021,11.3,13/10/2021,10.9,11.3,406,4382336,48925548.7,15-10-2021,5
2021-40,8/10/21,11.3,5/10/21,10.7,11.1,845,10126102,110378197.7,8/10/21,5
2021-39,30/09/2021,10.9,29/09/2021,10.6,10.8,844,2300374,24713541.5,1/10/21,5
2021-38,24/09/2021,10.9,21/09/2021,10.6,10.7,679,1293947,13884384.1,24-09-2021,4
2021-37,16/09/2021,11,14/09/2021,10.7,10.8,490,1253940,13550716.2,17-09-2021,5
2021-36,7/9/21,11,9/9/21,10.7,10.8,1307,5684064,61620677.8,10/9/21,5
2021-35,30/08/2021,11.3,1/9/21,10.8,10.9,1906,12313158,134322241.8,3/9/21,5
2021-34,23/08/2021,11.7,27/08/2021,11,11.1,1818,4967417,55852504.8,27-08-2021,5
2021-33,20/08/2021,11.8,20/08/2021,11.5,11.6,398,982363,11460291,20-08-2021,5
2021-32,9/8/21,12,13/08/2021,11.6,11.7,455,2073403,24269007.1,13-08-2021,5
2021-31,6/8/21,12,5/8/21,11.3,11.8,1577,6576186,75964964,6/8/21,5
2021-30,27/07/2021,12,30/07/2021,11.6,11.6,1618,13628870,159641300.8,30-07-2021,5
2021-29,20/07/2021,12.3,22/07/2021,11.9,12,823,4600718,55671773,22-07-2021,3
2021-28,16/07/2021,12.3,16/07/2021,12.1,12.2,517,1933066,23568061.7,16-07-2021,5
2021-27,6/7/21,12.4,8/7/21,12.1,12.2,362,280159,3428987.1,9/7/21,5
2021-26,28/06/2021,12.7,30/06/2021,12,12.4,694,1731677,21443454.7,2/7/21,5
2021-25,23/06/2021,13.3,25/06/2021,12.5,12.6,600,8399155,110562337.5,25-06-2021,4
2021-24,18/06/2021,13.2,14/06/2021,13,13.1,242,1621146,21179113.1,18-06-2021,5
2021-23,11/6/21,13.2,9/6/21,12.8,13.2,384,4699483,61318182.1,11/6/21,5
2021-22,2/6/21,13.2,31/05/2021,12.8,13,327,3117489,40566746,4/6/21,5
2021-21,28/05/2021,12.9,28/05/2021,12.7,12.8,336,53186460,680279752.9,28-05-2021,3
2021-20,21/05/2021,12.8,17/05/2021,12.4,12.8,250,30366336,385570994,21-05-2021,5
2021-19,10/5/21,12.8,13/05/2021,12.4,12.5,551,9819208,122854535.2,13-05-2021,4
2021-18,7/5/21,12.9,7/5/21,12.6,12.7,220,3785174,48138442.7,7/5/21,5
2021-17,30/04/2021,12.8,30/04/2021,12.6,12.6,316,2865266,36322792.8,30-04-2021,4
2021-16,22/04/2021,13,23/04/2021,12.7,12.7,293,757317,9703674,23-04-2021,5
2021-15,15/04/2021,13.2,16/04/2021,13,13.1,126,1018008,13252422.6,16-04-2021,3
2021-14,9/4/21,13.1,5/4/21,12.7,13,215,1710969,22138947.5,9/4/21,5
2021-13,1/4/21,13,29/03/2021,12.8,12.9,116,150740,1956133.4,1/4/21,4
12/1/21,26/03/2021,13,23/03/2021,12.7,12.8,224,465252,5995037.3,26-03-2021,5
11/1/21,18/03/2021,13.2,18/03/2021,12.7,13,328,4656516,60744797.2,19-03-2021,5
10/1/21,12/3/21,13.2,8/3/21,12.7,13.1,387,5334188,69100957.2,12/3/21,4
9/1/21,5/3/21,12.8,5/3/21,12.6,12.7,378,12776798,162176187.3,5/3/21,5
8/1/21,22/02/2021,13.1,25/02/2021,12.6,12.7,473,5921537,75567757.4,25-02-2021,4
7/1/21,18/02/2021,12.6,15/02/2021,12.2,12.4,368,11029683,137004075.7,19-02-2021,5
6/1/21,8/2/21,12.6,9/2/21,11.9,12.2,570,4815078,58388018.6,12/2/21,5
5/1/21,1/2/21,12.7,3/2/21,12.3,12.5,486,10153939,127357890.3,5/2/21,4
4/1/21,27/01/2021,13,29/01/2021,12.7,12.7,476,3197669,41176154.1,29-01-2021,4
3/1/21,22/01/2021,12.9,19/01/2021,12.5,12.7,731,31449202,397441920.7,22-01-2021,5
2/1/21,13/01/2021,13.1,13/01/2021,12.6,12.9,442,2824085,36177566.1,15-01-2021,4
1/1/21,8/1/21,13,5/1/21,12.4,12.6,550,4119474,51744675.5,8/1/21,5
2020-53,31/12/2020,12.5,28/12/2020,12.2,12.4,189,2187735,27101181.4,31-12-2020,3
2020-52,24/12/2020,12.3,23/12/2020,12,12.2,261,3303533,40254887.5,24-12-2020,4
2020-51,14/12/2020,12.6,18/12/2020,12.2,12.2,448,17815770,219086922.1,18-12-2020,5
2020-50,9/12/20,12.7,7/12/20,12.1,12.4,875,12832520,159442102.8,11/12/20,5
2020-49,4/12/20,12.2,30/11/2020,11.8,12.1,619,9896807,119293357,4/12/20,5
2020-48,27/11/2020,12,23/11/2020,11.5,12,495,4453067,52857253.5,27-11-2020,5
2020-47,18/11/2020,12,20/11/2020,11.6,11.6,815,6925398,82147477.1,20-11-2020,5
2020-46,12/11/20,12.3,10/11/20,11.2,11.7,1422,12041028,142570599.5,13-11-2020,5
2020-45,6/11/20,11.6,3/11/20,10.8,11.2,713,4426158,49928230.9,6/11/20,5
