Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
12/13/19,1118,1119,1116,1116.9,12,290,323890.8
12/12/19,1120,1120,1119,1119.7,14,1040,1164589
12/10/19,1116.1,1119.6,1116.1,1119.6,2,101,113076.1
12/9/19,1128.9,1128.9,1120,1121,5,681,763381.4
12/6/19,1130,1130,1111,1120,15,2193,2447208.9
12/5/19,1120,1188.9,1120,1130,6,46,51709.5
12/4/19,1130,1130,1129.9,1130,22,33334,37667415.5
12/3/19,1140,1140,1120,1132.7,23,3349,3798045.6
12/2/19,1150,1150,1140,1140,10,1095,1250132
11/29/19,1140,1140,1140,1149.9,1,1,1140
11/28/19,1150,1190,1130.3,1149.9,18,2835,3261320.3
11/27/19,1120,1130,1120,1130,10,625,705850
11/26/19,1120,1140,1115,1120,25,35646,39925216.6
11/25/19,1120,1120,1115,1119.5,7,1320,1477800
11/22/19,1194.9,1194.9,1119.5,1120.1,13,3132,3572308
11/21/19,1130,1150,1120,1149.2,12,725,815880
11/20/19,1120,1239,1120,1150,43,19069,21404928
11/19/19,1119.1,1120,1112,1119.2,28,93293,104486859.1
11/18/19,1120,1120,1118.6,1119,27,4123,4613782.3
11/15/19,1119.4,1119.5,1115,1119,12,1965,2199344.2
11/14/19,1110,1120,1105,1106.2,13,1432,1583490.2
11/13/19,1125,1125,1118.9,1120,18,885,991701.9
11/8/19,1099,1120,1099,1120,46,19067,21334775.8
11/7/19,1089.9,1089.9,1080,1080.1,21,61738,66918794.5
11/6/19,1089.8,1090,1067.1,1070,34,37051,39645480.9
11/5/19,1098.8,1098.8,1051,1067.8,16,162,173256.7
11/4/19,1099.4,1099.4,1099,1098.7,3,20,21980.4
11/1/19,1098.9,1098.9,1098.5,1098.7,8,957,1051466.6
10/31/19,1050,1099.9,1050,1050,10,60,65313.2
10/30/19,1050,1074.5,1050,1050,19,4102,4307149
10/29/19,1050,1075,1050,1050,49,22573,23705875
10/28/19,1050,1050,1050,1050,40,7316,7681800
10/25/19,1050,1050,1050,1050,47,12858,13500900
10/24/19,1050,1050,1050,1050,19,6465,6788250
10/23/19,1045.1,1050,1045.1,1050,24,13647,14329340.2
10/22/19,1060,1088.8,1050,1050.1,23,12927,13573525
10/21/19,1089.9,1089.9,1049.9,1050,46,104858,110100926
10/18/19,1060.1,1060.1,1050,1050,29,10000,10505101.2
10/17/19,1089.9,1095,1085,1064.9,4,7,7634.6
10/16/19,1076,1077,1050,1064.9,17,1085,1155458.8
10/15/19,1070,1070,1050,1050,39,15703,16498214.8
10/14/19,1099.9,1105,1050,1050.9,21,879,954933.8
10/11/19,1100,1100,1050,1050,24,18992,19944594.4
10/10/19,1084.1,1085,1084,1050,9,55,59660.4
10/9/19,1100,1100,1050,1050,50,10061,10569571.9
10/8/19,1099.9,1099.9,1099.9,1050,1,50,54995
10/7/19,1099.9,1100,1099.9,1050,3,16,17598.7
10/4/19,1045,1080,1045,1050,6,18,19335
10/3/19,1095,1095,1050,1050,77,223229,234391352.7
10/2/19,1075,1140,1050,1074.9,32,212446,228378461
10/1/19,1140,1140,1100,1101.3,23,2145,2365534.4
9/30/19,1140,1140,1100.1,1109.2,29,7541,8572181.1
9/27/19,1150,1150,1140,1148.4,9,63,72350
9/26/19,1150,1150,1150,1148.4,2,2,2300
9/25/19,1150,1150,1150,1148.4,2,5,5750
9/23/19,1150,1150,1140,1148.4,5,239,274460.5
9/20/19,1150,1150,1150,1150,4,607,698050
9/19/19,1155,1155,1150,1150,22,8582,9869802
9/18/19,1200,1200,1200,1150,1,1,1200
9/17/19,1175,1175,1175,1150,1,9,10575
9/16/19,1150,1150,1130.1,1150,12,301,344530
9/12/19,1150,1150,1150,1150,19,7870,9050500
9/11/19,1152,1152,1150,1150,27,8383,9640702.8
9/10/19,1160,1160,1151.6,1150.6,5,88,101381.4
9/6/19,1200,1200,1200,1150.6,6,41,49200
9/5/19,1200,1200.3,1150,1150.6,41,200310,230412042.4
9/4/19,1249.9,1249.9,1200,1200,36,29459,35352683.1
9/3/19,1249.9,1249.9,1249.9,1215.1,1,8,9999.2
9/2/19,1250,1250,1210,1215.1,5,23,27950
8/30/19,1245,1245,1200,1215.1,23,736,898937.7
8/29/19,1250,1250,1249.9,1249.9,2,4,4999.8
8/28/19,1250,1250,1249.9,1249.9,3,5005,6255749.7
8/27/19,1250,1250,1250,1245.2,2,7,8750
8/26/19,1245,1250,1245,1245.2,10,130,161875
8/23/19,1250,1250,1245,1246.2,12,482,601855.1
8/22/19,1249.9,1250,1249.9,1250,8,612,764969.4
8/21/19,1240.1,1249.9,1240.1,1249.3,7,104,129930.8
8/20/19,1300,1300,1249.9,1250,14,10099,12625434.6
8/19/19,1300,1300,1300,1207,1,2,2600
8/16/19,1294,1294,1202,1207,10,975,1176807.2
8/15/19,1306,1306,1300,1300,9,11710,15223550
8/13/19,1300,1300,1300,1300,4,49,63700
8/9/19,1290,1301.1,1290,1300,18,1434,1854766.6
8/8/19,1285,1285,1285,1298.8,1,1,1285
8/7/19,1290,1290,1290,1298.8,1,5,6450
8/6/19,1282,1290,1282,1298.8,4,13,16761.9
8/5/19,1282,1290,1282,1298.8,4,17,21905
8/2/19,1290.1,1290.1,1290.1,1298.8,1,36,46443.6
7/31/19,1290.1,1290.1,1290.1,1298.8,1,1,1290.1
7/30/19,1290,1300,1290,1298.8,9,602,777480
7/29/19,1300,1300,1290,1290,8,29424,37957740
7/26/19,1300,1300,1289.9,1290,21,6215,8017324.6
7/25/19,1300,1300,1299,1290,2,13,16897
7/24/19,1300,1300,1290,1290,5,5408,6980320
7/23/19,1300,1300,1200.1,1300,12,1612,2093375.1
7/22/19,1300,1300,1296,1298.4,4,155,201330
7/19/19,1300,1300,1300,1300,4,76,98800
7/18/19,1300,1300,1300,1300,1,2,2600
7/15/19,1300,1300,1299,1300,4,555,721497
7/12/19,1300,1300,1300,1300,3,133,172900
7/11/19,1261,1270,1261,1299.6,2,2,2531
7/10/19,1290,1290,1290,1299.6,2,4,5160
7/9/19,1250,1250,1250,1299.6,1,25,31250
7/8/19,1300,1300,1280,1299.6,2,2,2580
7/5/19,1299.9,1299.9,1299.9,1299.6,1,1,1299.9
7/4/19,1297.8,1300,1297.8,1299.6,5,605,786275.7
7/3/19,1280,1280,1250,1275,8,940,1178800.1
7/2/19,1250.1,1251,1250,1280,6,10,12503.6
7/1/19,1260,1260,1250,1280,5,23,28788.1
6/26/19,1270,1280,1270,1280,5,15,19050
6/25/19,1280,1280,1280,1280,3,205,262400
6/24/19,1280.5,1280.5,1279.9,1279.9,9,7007,8968511.1
6/21/19,1300,1300,1300,1300,4,203,263900
6/20/19,1300,1300,1300,1300,3,302,392600
6/19/19,1300,1300,1300,1300,2,100,130000
6/18/19,1295,1300,1295,1299.9,3,101,131290
6/17/19,1298,1300,1295,1295,4,6158,7975200
6/14/19,1300,1300,1299.9,1300,2,102,132599.8
6/13/19,1299.9,1299.9,1299.9,1300,1,30,38997
6/12/19,1300,1300,1295,1300,3,16,20794
6/11/19,1299.9,1299.9,1299.9,1300,1,1,1299.9
6/10/19,1300,1300,1300,1300,2,100,130000
6/4/19,1300,1300,1300,1300,1,200,260000
6/3/19,1300,1300,1300,1300,13,10811,14054300
5/31/19,1300,1300,1295,1300,7,814,1058175
5/30/19,1300.1,1300.1,1295.1,1300,8,1104,1435205.3
5/29/19,1330,1330,1330,1295,1,2,2660
5/27/19,1295,1295,1280,1295,6,42,53910
5/23/19,1295,1339.9,1295,1295,4,1501,1943839.9
5/22/19,1300,1300,1280,1299.1,11,2620,3403644.9
5/21/19,1300,1340,1300,1301.6,22,13914,18092240
5/17/19,1300,1305,1280.2,1300,10,197,256091.2
5/16/19,1340,1340,1340,1340,4,254,340360
5/15/19,1301,1301,1275,1306.1,3,87,111185
5/14/19,1349.9,1349.9,1300,1306.1,12,772,1012355
5/9/19,1389.9,1389.9,1389.9,1350,1,1,1389.9
5/7/19,1350,1350,1350,1350,2,100,135000
5/6/19,1300.1,1300.1,1300,1300.1,2,3,3900.2
5/3/19,1396,1396,1300,1300.1,2,3,3996
5/2/19,1340,1399.9,1340,1300.1,2,11,14799.9
4/30/19,1299.9,1300.2,1299.9,1300.1,15,32469,42210491.5
4/26/19,1260.2,1260.3,1260.2,1260.2,3,210,264652
4/25/19,1300,1300,1300,1250,1,40,52000
4/24/19,1250.2,1250.2,1250.2,1250,1,1,1250.2
4/23/19,1310,1310,1250,1250,12,1113,1396919.9
4/18/19,1340,1340,1320,1340,8,59022,79089140
4/17/19,1340,1340,1340,1305.5,4,6,8040
4/10/19,1320,1320,1300,1305.5,9,200,261105
4/8/19,1360,1360,1360,1310,1,1,1360
4/5/19,1310,1312,1310,1310,6,586,767664
4/4/19,1320,1340,1320,1320,2,2,2660
4/3/19,1340,1340,1320,1320,4,482,636360
4/2/19,1360,1360,1320,1340,7,54,71671
4/1/19,1339.9,1340,1339.9,1340,7,515,690099.6
3/29/19,1340,1340,1325.6,1339.9,5,8,10705.6
3/27/19,1340,1340,1325,1339.9,7,210,281370
3/26/19,1340,1390,1340,1341.8,2,5,6900
3/25/19,1350,1350,1340,1341.8,2,110,147600
3/22/19,1340,1340.1,1340,1340,17,132421,177444146.5
3/21/19,1369.9,1369.9,1369.9,1345.8,1,1,1369.9
3/19/19,1345,1369.8,1345,1345.8,5,299,402403
3/18/19,1350,1370,1350,1350,10,1044,1412200
3/15/19,1370,1395,1370,1370,11,33345,45682900
3/8/19,1395,1400,1395,1395,6,101313,141331640
3/6/19,1419.6,1405,1400,1419.6,5,79,110650.1
3/5/19,1419.6,1420,1400,1419.6,3,127,180285
3/1/19,1419.1,1419,1400,1419.1,3,18996,26973833
2/28/19,1419.1,1420,1400,1419.1,9,12873,18267691
2/27/19,1400,1400,1400,1400,4,300,420000
2/26/19,1397.5,1400,1365,1397.5,7,156,218050.1
2/25/19,1420,1420,1360,1420,5,56,76382
2/22/19,1420,1399.5,1399.5,1420,1,1,1399.5
2/21/19,1420,1400,1350,1420,7,104700,150241030
2/20/19,1420,1420,1400.1,1420,7,899,1276500.4
2/18/19,1420,1410,1410,1420,1,10,14100
2/15/19,1420,1420,1420,1420,2,619,878980
2/14/19,1400,1420,1400,1400,6,1382,1934820
2/13/19,1400,,,1400,2,88000,124960000
2/12/19,1400,1400,1390,1400,6,2203,3084180
2/8/19,1400,1400,1400,1400,2,36,50400
2/7/19,1400,1400,1400,1400,6,200,280000
2/6/19,1400,1400,1400,1400,1,100,140000
2/5/19,1430,1420,1420,1430,1,3,4260
2/1/19,1430,1400,1400,1430,3,168209,238856580
1/31/19,1430,1420,1400,1430,9,82964,117808480
1/30/19,1430,1430,1430,1430,7,72,102960
1/29/19,1430,1430,1429.9,1430,4,239,341768.9
1/25/19,1430,1430,1430,1430,6,179,255970
1/24/19,1420,1420,1420,1420,2,255,362100
1/22/19,1403.4,1430,1430,1403.4,1,1,1430
1/21/19,1403.4,1440,1400,1403.4,11,106,148901.4
1/18/19,1420,1420,1408,1420,7,22,31173
1/17/19,1420,1420,1410,1420,2,201,285410
1/16/19,1410.1,1420,1410,1410.1,3,500,705030
1/14/19,1410.2,1450,1450,1410.2,1,1,1450
1/11/19,1410.2,1429.9,1409,1410.2,17,1069,1507372.4
1/10/19,1430,1410,1410,1430,1,50,70500
1/9/19,1430,1460,1430,1430,8,7548,10794024.7
1/8/19,1430.3,1460,1430.2,1430.3,2,1003,1434580
1/7/19,1430.1,1460,1430,1430.1,7,2086,2983225
1/4/19,1460,1440,1440,1460,1,12,17280
1/3/19,1460,1440,1430,1460,3,7,10020.3
1/2/19,1460,1499,1450,1460,5,230,337058
12/31/18,1415,1450,1400,1415,8,1000,1413004.1
12/28/18,1401.6,1450,1400,1401.6,10,345,483556
12/26/18,1424,1430,1430,1424,2,32,45760
12/24/18,1424,1450,1450,1424,2,2,2900
12/21/18,1424,1450,1450,1424,6,142570,202805907.5
12/20/18,1424,1424.2,1424,1424,6,37298,53057908.4
12/19/18,1496.7,1500,1450,1496.7,8,76,112952.1
12/18/18,1496.7,1500,1500,1496.7,1,1,1500
12/17/18,1496.7,1500,1475,1496.7,5,115,172126
12/14/18,1435,1449.9,1449,1435,6,25,36245.6
12/13/18,1435,1440.5,1435,1435,3,9,12920.5
12/12/18,1435,1435.1,1435,1435,6,145,208075.1
12/11/18,1424.6,1415,1415,1424.6,1,4,5660
12/10/18,1424.6,1425,1415,1424.6,4,170,241554.2
12/7/18,1439.9,1439.9,1415,1439.9,6,5830,8252916.6
12/5/18,1415,1400.6,1400.6,1415,3,11,15406.6
12/3/18,1415,1439.9,1410,1415,5,9868,13955145.4
11/30/18,1409.9,1420,1400,1409.9,8,1751,2467343.5
11/29/18,1400.1,1405,1400,1400.1,8,480,673150
11/28/18,1400,1400.2,1400,1400,4,460,644000.2
11/27/18,1400.2,1410,1410,1400.2,1,1,1410
11/26/18,1400.2,1400.2,1400.2,1400.2,2,250,350050
11/23/18,1400.2,1410,1400,1400.2,5,26,36453
11/21/18,1400.2,1403,1400,1400.2,7,1307,1830075
11/19/18,1403,1430,1400.1,1403,9,1091,1530599
11/16/18,1401.1,1411,1400,1401.1,4,100,140109
11/15/18,1424,1420,1420,1424,1,5,7100
11/14/18,1424,,,1424,2,276285,386799000
11/13/18,1424,1426,1424,1424,4,298,424355
11/12/18,1425,1425,1410,1425,11,1117,1587956.2
11/9/18,1416.5,1420,1400,1416.5,6,250,354128.1
11/8/18,1400,1405,1400,1400,9,2536,3550419.8
11/7/18,1400,1400,1400,1400,2,18872,26420800
11/5/18,1385.8,1386,1385.1,1385.8,4,91,126048.6
11/2/18,1385.8,1392,1385,1385.8,5,167,231435
11/1/18,1385.8,1410,1391,1385.8,5,12,16801
10/31/18,1385.8,1390,1390,1385.8,1,1,1390
10/30/18,1385.8,1390,1389.9,1385.8,3,97,134829.7
10/29/18,1385.8,1390,1370,1385.8,5,19,26309.8
10/25/18,1385.8,1425,1380,1385.8,22,7126,9870333
10/23/18,1381,1385,1381,1381,5,200,276204
10/22/18,1381,1381,1381,1381,3,160,220960
10/19/18,1380.2,1381.1,1381,1380.2,2,10,13810.2
10/18/18,1380.2,1400,1381.1,1380.2,2,5,6924.4
10/17/18,1380.2,1410,1380,1380.2,6,908,1253208
10/16/18,1385.5,1400,1375,1385.5,13,313,433360
10/15/18,1372.8,1375,1365,1372.8,9,651,893565.2
10/12/18,1375.2,1379.9,1375,1375.2,2,105,144399.5
10/11/18,1375,1375,1375,1375,5,24441,33001025
10/10/18,1375,1376,1370,1375,9,6048,8291771.1
10/8/18,1374.7,1375,1375,1374.7,1,38,52250
10/5/18,1374.7,1370,1360,1374.7,2,11,14970
10/4/18,1374.7,1375,1350,1374.7,16,4935,6748642.6
10/3/18,1358.1,1370,1358,1358.1,8,823,1118430
10/2/18,1373.5,1375,1360,1373.5,9,5719,7857488
10/1/18,1358,1358.1,1358.1,1358,2,6,8148.6
9/28/18,1360,1360,1358,1358,8,262,355800.6
9/27/18,1355.2,1355.2,1355.2,1355,1,10,13552
9/25/18,1355,1355,1355,1355,1,200,271000
9/21/18,1374.5,1375,1374.5,1375,4,257,353364.5
9/20/18,1374,1375,1360,1374.2,5,1787,2455706
9/19/18,1370,1375,1350.6,1375,9,11636,15999256.8
9/18/18,1351,1375,1350.2,1375,11,2747,3774506.4
9/17/18,1250.2,1350.1,1250.2,1350.1,14,2815,3798010.6
9/14/18,1250,1250,1250,1326,2,28360,37716800
9/13/18,1326,1326,1326,1326,1,1,1326
9/12/18,1325,1326,1325,1326,6,569,754074
9/11/18,1350,1350,1325,1349.9,10,1300,1754813
9/10/18,1351,1351,1325,1345.6,12,13333,17948137
9/6/18,1351.1,1351.1,1351.1,1350.3,3,12,16213.2
9/5/18,1385,1385,1350,1350.3,6,2435,3288020
9/4/18,1350,1375,1350,1375,17,14070,19001270
9/3/18,1340,1350,1340,1341.7,17,665,892150
8/31/18,1339,1339,1339,1339,1,10000,13390000
8/30/18,1325,1330,1325,1330,13,16092,21401585
8/29/18,1300,1325,1300,1324.6,12,2603,3447839.5
8/28/18,1299,1310,1299,1300,6,5713,7426968
8/27/18,1325,1325,1325,1325,1,2,2650
8/24/18,1325,1342,1324,1325,16,30955,41017447.8
8/23/18,1303,1330,1300,1300.2,13,10027,13037019.6
8/21/18,1300,1306.5,1280,1300.8,40,78368,101878590.4
8/20/18,1295,1295,1240,1268.4,7,324,411050
8/17/18,1290,1290,1251.1,1251.9,10,213,266684
8/16/18,1270,1290,1270,1280.3,38,31638,40363299.6
8/15/18,1250,1269.9,1240,1250.2,16,268,334391.5
8/14/18,1260,1260,1250.1,1259.9,9,10088,12710281.8
8/13/18,1240,1250,1240,1246,13,124,154500
8/10/18,1230,1270,1230,1230,5,23449,28842390.2
8/9/18,1230,1245,1230,1230.1,7,40486,49798825.3
8/8/18,1205,1220,1205,1215.1,13,388,471405
8/7/18,1203,1203.5,1203,1203.5,9,13115,15783836.6
8/6/18,1200,1225,1200,1224.7,9,4644,5590306.7
8/3/18,1201,1224.9,1200,1202.7,17,6960,8352338.3
8/2/18,1190,1225,1190,1196.4,8,66,79444
8/1/18,1195,1200,1175,1196.4,14,10949,13088907
7/31/18,1164,1180,1164,1175.5,16,366,429612
7/30/18,1160,1164,1160,1160,7,880,1020832
7/26/18,1160,1165,1160,1160,6,10127,11747438
7/25/18,1136.2,1150,1136.2,1150,2,500,574986.2
7/24/18,1154,1164,1136,1159.5,18,757,864542.9
7/23/18,1131,1134.1,1131,1132.6,4,157,177823.1
7/20/18,1150,1154.4,1150,1150.8,8,124,142705.2
7/19/18,1145,1155,1135.1,1150,13,16440,18910773.6
7/18/18,1140,1140,1140,1140,1,10000,11400000
7/17/18,1135,1140,1135,1135.5,3,330,374700
7/16/18,1130,1135,1130,1149.4,8,84,95295
7/13/18,1155,1155,1121,1149.4,6,20,22476
7/12/18,1148.5,1150,1148.5,1149.4,10,509,585049.5
7/11/18,1130,1140,1130,1130,2,10002,11302280
7/10/18,1120,1125,1120,1120,2,392,439050
7/9/18,1149,1149,1149,1113.9,1,1,1149
7/6/18,1110,1149,1110,1113.9,4,1252,1394620
7/5/18,1101,1130,1100,1113.1,12,612,681232.7
7/4/18,1120,1120,1101,1100.1,3,20,22304.5
