Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
11/1/17,17/03/2017,838,14/03/2017,820.1,835,27,18845,15727811,17-03-2017,5
10/1/17,10/3/17,830,9/3/17,820,820.4,39,4726,3887276.8,10/3/17,5
9/1/17,1/3/17,834,27/02/2017,815,816.2,37,11889,9741548.5,3/3/17,5
8/1/17,22/02/2017,839.9,21/02/2017,812.1,815.3,59,52912,43115923.2,23-02-2017,4
7/1/17,15/02/2017,850,17/02/2017,810.1,830.2,41,12945,10571552.9,17-02-2017,4
6/1/17,8/2/17,874,6/2/17,812.1,813,47,25591,20853649.7,9/2/17,4
5/1/17,1/2/17,845,2/2/17,812,815.1,40,4936,4020859.5,2/2/17,4
4/1/17,27/01/2017,820,26/01/2017,810,815,49,5756,4692120.7,27-01-2017,5
3/1/17,20/01/2017,819.9,17/01/2017,810,815,33,64367,52457694.7,20-01-2017,3
2/1/17,9/1/17,821,13/01/2017,802.6,815,17,2342,1907235.6,13-01-2017,3
1/1/17,6/1/17,825,5/1/17,800,810,49,7557,6092359.2,6/1/17,5
2016-52,29/12/2016,820,27/12/2016,797,806.5,88,3888,3129694.5,30-12-2016,4
2016-51,19/12/2016,870,23/12/2016,800,815,155,251483,212469163.1,23-12-2016,5
2016-50,14/12/2016,866.2,16/12/2016,860,860,22,3075,2654604.1,16-12-2016,3
2016-49,7/12/16,894,8/12/16,855,861,35,29550,26132037.8,9/12/16,5
2016-48,1/12/16,899.9,1/12/16,870,885,46,206021,181631580,2/12/16,5
2016-47,25/11/2016,900,25/11/2016,864,882.1,33,58567,51535490.5,25-11-2016,4
2016-46,16/11/2016,878,15/11/2016,865,870,44,8918,7771557,18-11-2016,4
2016-45,11/11/16,860,7/11/16,845.2,856.8,53,57319,48770049.2,11/11/16,5
2016-44,4/11/16,850,1/11/16,840,850,28,4366,3691803.9,4/11/16,5
2016-43,28/10/2016,850,24/10/2016,826,850,50,27503,23248792.5,28-10-2016,5
2016-42,18/10/2016,855,20/10/2016,840,847,47,73437,62256345.6,21-10-2016,5
2016-41,10/10/16,865,14/10/2016,850,850,99,323880,276097728.1,14-10-2016,5
2016-40,4/10/16,880,6/10/16,858,870,37,2213,1931237.7,7/10/16,5
2016-39,28/09/2016,900,26/09/2016,851,860,47,102657,88286826.9,30-09-2016,5
2016-38,22/09/2016,865,21/09/2016,850,863.2,72,28880,24571457.9,23-09-2016,5
2016-37,13/09/2016,905,15/09/2016,855,860,71,14741,12850446.3,15-09-2016,3
2016-36,7/9/16,885,8/9/16,874.1,875,71,3325,2918630,9/9/16,5
2016-35,29/08/2016,912,1/9/16,880,885.1,141,584136,516590742.3,2/9/16,5
2016-34,26/08/2016,930,23/08/2016,910,916,89,348409,318867880.3,26-08-2016,5
2016-33,18/08/2016,940,15/08/2016,900,930,77,51887,47893288.8,19-08-2016,4
2016-32,12/8/16,910,9/8/16,870,900,284,27649,24856407.9,12/8/16,5
2016-31,3/8/16,930,5/8/16,910,911.9,102,24212,22462744.3,5/8/16,5
2016-30,25/07/2016,970,28/07/2016,922,930,109,8794,8196334.1,29-07-2016,5
2016-29,22/07/2016,990,22/07/2016,970,970.4,61,12623,12373095.3,22-07-2016,4
