Period,Date High,High (Rs.),Date Low (Rs.),Low (Rs.),Close (Rs.),Trade Vol,Share Vol,Turnover (Rs.),Last Traded Date,Days Traded
2019-52,26/12/2019,98.6,24/12/2019,95.9,97,422,329556,31710252.6,27-12-2019,4
2019-51,19/12/2019,98,16/12/2019,96.3,96.6,434,511645,49513981.8,20-12-2019,5
2019-50,9/12/19,98,12/12/19,96.1,96.5,624,1996555,192982203.1,13-12-2019,4
2019-49,2/12/19,100.1,6/12/19,97.8,98,953,1947188,191567537.1,6/12/19,5
2019-48,28/11/2019,102.5,27/11/2019,99.5,100.1,820,3756652,381545605.5,29-11-2019,5
2019-47,19/11/2019,104,18/11/2019,100.1,101.3,1035,6381320,651309125.1,22-11-2019,5
2019-46,13/11/2019,99.9,14/11/2019,98.5,99,525,2430173,240341298.2,15-11-2019,3
2019-45,8/11/19,99,7/11/19,97,98.8,533,456256,44944261.3,8/11/19,5
2019-44,1/11/19,99,30/10/2019,96,98,1176,3171672,308889541.9,1/11/19,5
2019-43,22/10/2019,100,24/10/2019,98,98.5,602,693284,68476452.8,25-10-2019,5
2019-42,15/10/2019,100,17/10/2019,95,98.9,875,4825789,476382197.4,18-10-2019,5
2019-41,9/10/19,101,7/10/19,98.5,99,967,6879445,681374220.2,11/10/19,5
2019-40,2/10/19,100,3/10/19,97.5,99.1,209,106430,10439825.8,4/10/19,5
2019-39,27/09/2019,104,26/09/2019,97.9,99,352,133910,13256777.2,27-09-2019,5
2019-38,16/09/2019,104.1,20/09/2019,99.7,100,422,689489,69429510.4,20-09-2019,5
2019-37,12/9/19,105,10/9/19,102,103.5,161,161774,16608491.4,12/9/19,4
2019-36,3/9/19,108,6/9/19,103,103.7,211,516220,54558887.6,6/9/19,5
2019-35,30/08/2019,108.9,26/08/2019,105.2,107.7,194,1272117,136946338,30-08-2019,5
2019-34,21/08/2019,108.8,19/08/2019,105,106,235,646577,68629960.1,23-08-2019,5
2019-33,13/08/2019,112,15/08/2019,105.6,106,239,950394,102588307.1,16-08-2019,3
2019-32,9/8/19,112.5,6/8/19,103.4,107.9,352,350037,37274040.2,9/8/19,5
2019-31,30/07/2019,115,2/8/19,101.1,104.9,1020,4076980,444257750.4,2/8/19,5
2019-30,25/07/2019,111,23/07/2019,100,109.4,768,3199789,345983755.2,26-07-2019,5
2019-29,19/07/2019,102.5,15/07/2019,94,101.3,458,3068652,290629579.7,19-07-2019,4
2019-28,8/7/19,97.2,11/7/19,92.9,93.9,412,627537,59244849.2,12/7/19,5
2019-27,5/7/19,97.8,1/7/19,92.5,96.9,211,439188,41155669.7,5/7/19,5
2019-26,28/06/2019,93,24/06/2019,91.2,91.9,134,839729,77243866.5,28-06-2019,5
2019-25,18/06/2019,94.8,21/06/2019,92.5,92.6,189,1734438,162172490.6,21-06-2019,5
2019-24,13/06/2019,94.9,10/6/19,91,93.1,197,46743,4377565.3,14-06-2019,5
2019-23,3/6/19,91.8,6/6/19,89.5,91.5,189,351444,31650532.5,7/6/19,4
2019-22,29/05/2019,98,27/05/2019,90.5,91.6,141,341236,31420371.1,31-05-2019,5
2019-21,24/05/2019,91,21/05/2019,89.1,90.1,164,221914,19934465.4,24-05-2019,4
2019-20,13/05/2019,92.4,17/05/2019,88.6,89,281,1540081,138522188.6,17-05-2019,5
2019-19,6/5/19,92.9,10/5/19,89.9,90,381,816238,73789824.3,10/5/19,5
2019-18,3/5/19,93,29/04/2019,90.6,92.6,334,600184,54858378.3,3/5/19,4
2019-17,23/04/2019,95,23/04/2019,90,91.9,403,3394790,315607070.3,26-04-2019,4
2019-16,16/04/2019,98,18/04/2019,95.7,95.9,224,59316,5733480.7,18-04-2019,3
2019-15,8/4/19,99.9,12/4/19,97.4,97.7,305,272013,26824610.8,12/4/19,5
2019-14,3/4/19,103,1/4/19,99,100,205,624764,62737563.3,5/4/19,5
2019-13,29/03/2019,100,26/03/2019,98,98.7,239,602346,59443219,29-03-2019,5
12/1/19,19/03/2019,100.5,22/03/2019,98,98.7,263,930445,92712412.5,22-03-2019,4
11/1/19,11/3/19,102.2,14/03/2019,97,99,464,13307558,1320314290,15-03-2019,5
10/1/19,7/3/19,105,8/3/19,101.5,102,323,667915,68291602.6,8/3/19,4
9/1/19,27/02/2019,108,1/3/19,102.7,103,462,2963392,316376210,1/3/19,5
8/1/19,18/02/2019,110,21/02/2019,106,107.1,267,330003,35333885.5,22-02-2019,4
7/1/19,11/2/19,111.9,15/02/2019,109.6,109.8,260,259098,28828778.1,15-02-2019,5
6/1/19,5/2/19,114.5,8/2/19,111.3,111.4,350,319340,35868418,8/2/19,4
5/1/19,30/01/2019,115,28/01/2019,113.5,114,358,2225941,253761695.1,1/2/19,5
4/1/19,21/01/2019,115,24/01/2019,113,113.5,234,855810,97470259.3,25-01-2019,5
3/1/19,17/01/2019,115.1,14/01/2019,114,114.5,126,1756154,200530959,18-01-2019,4
2/1/19,11/1/19,115,9/1/19,113,114,192,4082393,465524152.1,11/1/19,5
1/1/19,2/1/19,115.9,31/12/2019,94.7,95,586,527357,52679110.6,31-12-2019,5
2018-52,26/12/2018,115.9,28/12/2018,114.8,115,109,483017,55552593.2,28-12-2018,4
2018-51,17/12/2018,117.2,19/12/2018,115,115.5,157,1014659,116775765.4,21-12-2018,5
2018-50,12/12/18,118.5,14/12/2018,115.1,116,316,5952146,692012098.8,14-12-2018,5
2018-49,3/12/18,120,4/12/18,117,118.8,202,204907,24291591.3,7/12/18,5
2018-48,30/11/2018,118.1,27/11/2018,113,117.6,183,2764526,319785385.7,30-11-2018,5
2018-47,19/11/2018,114,23/11/2018,112.5,112.5,289,1798526,203382711.6,23-11-2018,3
2018-46,14/11/2018,118.7,14/11/2018,112,114.1,308,650446,74566928.3,16-11-2018,5
2018-45,5/11/18,125.4,9/11/18,114.9,115.7,341,360002,42623221.3,9/11/18,4
2018-44,2/11/18,125,29/10/2018,111.5,123.9,899,4810654,569273343.4,2/11/18,5
2018-43,26/10/2018,111,25/10/2018,107.5,110.3,317,4894244,530006258.3,26-10-2018,4
2018-42,16/10/2018,112.7,19/10/2018,108.5,108.5,453,1047133,115158511.1,19-10-2018,5
2018-41,8/10/18,114.3,12/10/18,111,111.6,259,315709,35666708.5,12/10/18,5
2018-40,5/10/18,114,3/10/18,111,113.5,304,1662059,184788488.8,5/10/18,5
2018-39,25/09/2018,115.5,28/09/2018,112.9,113,347,770616,87270001.5,28-09-2018,4
2018-38,17/09/2018,120,21/09/2018,114,114.1,467,2504601,287733144.8,21-09-2018,5
2018-37,10/9/18,124,14/09/2018,119.5,119.8,261,893427,108011787.7,14-09-2018,5
2018-36,3/9/18,125,3/9/18,123.2,123.9,90,372842,46229447.2,7/9/18,5
2018-35,31/08/2018,125,29/08/2018,120.8,125,232,1764339,217839221.8,31-08-2018,5
2018-34,20/08/2018,124,24/08/2018,120.6,121,210,755796,91826579.2,24-08-2018,4
2018-33,13/08/2018,127.3,17/08/2018,123,123.1,162,610509,76354464.5,17-08-2018,5
2018-32,10/8/18,125,6/8/18,123,124,211,916828,113486186.9,10/8/18,5
2018-31,30/07/2018,129.9,3/8/18,122.6,124.9,412,1177449,146023005.4,3/8/18,5
2018-30,25/07/2018,130.7,26/07/2018,127,127.1,155,604392,78503795.1,26-07-2018,4
2018-29,20/07/2018,129.8,16/07/2018,125,129,273,1225894,154993175.8,20-07-2018,5
2018-28,12/7/18,129,9/7/18,123.9,127,214,1100090,139664728.2,13-07-2018,5
2018-27,6/7/18,124.9,5/7/18,122.5,124,228,3733131,458362723.6,6/7/18,5
2018-26,28/06/2018,124,29/06/2018,122.9,123,253,5634004,694226882.5,29-06-2018,4
2018-25,18/06/2018,127.9,22/06/2018,123,123.2,459,1023290,128617290.2,22-06-2018,5
2018-24,14/06/2018,129,14/06/2018,127.9,128,360,4048784,518196886,14-06-2018,4
2018-23,4/6/18,131.9,8/6/18,128,128.3,523,573716,74382929.1,8/6/18,5
2018-22,28/05/2018,133,1/6/18,130.5,130.8,285,1831187,240953779.1,1/6/18,4
2018-21,21/05/2018,133.9,23/05/2018,131.7,132,314,1047930,138364280.2,25-05-2018,5
2018-20,14/05/2018,135,18/05/2018,133,133,157,280680,37563515.9,18-05-2018,5
2018-19,9/5/18,136.5,11/5/18,133,133.1,180,443116,59382207.7,11/5/18,4
2018-18,1/5/18,137,1/5/18,134,134.8,122,352647,47352604.1,4/5/18,4
2018-17,24/04/2018,138.5,27/04/2018,135,135.2,234,1111550,152379844.9,27-04-2018,5
2018-16,20/04/2018,138.5,17/04/2018,136.3,138,127,168256,23216399.1,20-04-2018,5
2018-15,12/4/18,138,10/4/18,134.5,137.5,142,185309,25182425.8,12/4/18,4
2018-14,6/4/18,135.8,3/4/18,133,135.3,114,77089,10321506.4,6/4/18,5
2018-13,29/03/2018,138,29/03/2018,133,135.8,188,927479,124761751.2,29-03-2018,4
12/1/18,20/03/2018,136.7,23/03/2018,133.8,134,172,1951657,264714050.1,23-03-2018,5
11/1/18,13/03/2018,136.5,16/03/2018,134.5,135.8,289,2989820,403679937.7,16-03-2018,5
10/1/18,5/3/18,138.9,7/3/18,135,136.1,210,371602,50898085,9/3/18,5
9/1/18,27/02/2018,140,2/3/18,137.1,138,114,1760856,244731922.8,2/3/18,4
8/1/18,23/02/2018,140,23/02/2018,134,139,342,8253108,1152509335,23-02-2018,5
7/1/18,12/2/18,139,14/02/2018,134,136,126,448934,60539670.5,16-02-2018,4
6/1/18,7/2/18,141,9/2/18,138,138,201,688075,96420314.3,9/2/18,4
5/1/18,2/2/18,140,1/2/18,139,139.5,244,434118,60429541.4,2/2/18,4
4/1/18,25/01/2018,139.5,22/01/2018,136,139,157,3014546,420683787.7,26-01-2018,5
3/1/18,16/01/2018,142,19/01/2018,136,136.7,292,7699261,1048942043,19-01-2018,4
2/1/18,11/1/18,142.5,8/1/18,140.5,141.5,204,5596055,778919941.7,12/1/18,5
1/1/18,5/1/18,140.9,31/12/2018,114.5,115,206,1985075,255056492.4,31-12-2018,5
2017-52,29/12/2017,136,28/12/2017,135,135.8,88,348856,47207024.2,29-12-2017,4
2017-51,18/12/2017,138,22/12/2017,135.1,135.2,162,217379,29612453,22-12-2017,5
2017-50,12/12/17,139,12/12/17,134,137.2,190,2374018,326845178,15-12-2017,5
2017-49,5/12/17,136.5,5/12/17,134.3,135.5,288,1357533,183185068.7,8/12/17,5
2017-48,27/11/2017,137.2,29/11/2017,133,135,258,3144903,418645539.2,30-11-2017,4
2017-47,20/11/2017,141,23/11/2017,133,136.1,429,9877158,1317825682,24-11-2017,5
2017-46,13/11/2017,143.9,15/11/2017,137,140,243,1792705,248517166.9,17-11-2017,5
2017-45,6/11/17,148,10/11/17,142,142,175,241315,35135935.1,10/11/17,5
2017-44,31/10/2017,150,30/10/2017,143.2,147.5,394,10516667,1534570930,2/11/17,4
2017-43,27/10/2017,145,24/10/2017,140.5,143.6,178,374230,53236771.7,27-10-2017,5
2017-42,16/10/2017,146.1,20/10/2017,142,142.7,202,2428772,351545929.8,20-10-2017,4
2017-41,12/10/17,149.8,10/10/17,145,146.5,331,2066254,308113924.2,13-10-2017,5
2017-40,6/10/17,147.9,2/10/17,138,147,615,13915212,2019126567,6/10/17,4
2017-39,25/09/2017,139.8,25/09/2017,137.1,138.5,151,1165373,162056253.6,29-09-2017,5
2017-38,20/09/2017,141,19/09/2017,136.1,138.1,310,4046071,567979486.4,22-09-2017,5
2017-37,15/09/2017,138,13/09/2017,134.6,137.1,180,1792451,243060553.6,15-09-2017,5
2017-36,4/9/17,137.3,4/9/17,136.3,136.5,88,1335510,182304237.6,8/9/17,4
2017-35,30/08/2017,138,31/08/2017,136.2,136.5,210,2906903,397656109.7,31-08-2017,4
2017-34,25/08/2017,137.9,21/08/2017,136.5,137.5,212,1153426,158076699.1,25-08-2017,5
2017-33,14/08/2017,138.5,18/08/2017,136.9,137,195,769751,105654660.7,18-08-2017,5
2017-32,11/8/17,138,8/8/17,136.9,137.5,123,282614,38880460.2,11/8/17,4
2017-31,2/8/17,139,4/8/17,137,137.6,158,1062322,146307517.2,4/8/17,5
2017-30,25/07/2017,139.1,25/07/2017,137.2,138.5,218,951147,131845410.2,28-07-2017,5
2017-29,17/07/2017,138.9,20/07/2017,137.3,137.5,183,587379,81014508.1,21-07-2017,5
2017-28,10/7/17,140.1,14/07/2017,138,138.5,230,775024,107621838.2,14-07-2017,5
2017-27,7/7/17,140,3/7/17,138.5,139.8,268,969639,135512159.9,7/7/17,5
2017-26,29/06/2017,140.5,30/06/2017,138,139.2,433,1726399,241181702.3,30-06-2017,4
2017-25,19/06/2017,140.4,19/06/2017,138,139,253,925377,129470539.3,23-06-2017,5
2017-24,15/06/2017,141,12/6/17,134,140,335,1280941,177745883.1,16-06-2017,5
2017-23,9/6/17,138,7/6/17,133,136,263,425924,57304752.6,9/6/17,4
2017-22,29/05/2017,137,30/05/2017,133,135,365,11900342,1584181887,2/6/17,5
2017-21,22/05/2017,143,26/05/2017,136,136.2,243,10168791,1403207281,26-05-2017,5
2017-20,16/05/2017,149,19/05/2017,145,145.2,304,591965,87591680.6,19-05-2017,5
2017-19,12/5/17,149,8/5/17,145.5,148.6,208,315087,46429049.8,12/5/17,3
2017-18,5/5/17,146,3/5/17,142.1,145.5,224,676430,98045382.6,5/5/17,4
2017-17,28/04/2017,145.1,27/04/2017,142,145,318,4094336,591053486.9,28-04-2017,5
2017-16,21/04/2017,145,18/04/2017,135,144.5,416,30367964,4401683363,21-04-2017,5
2017-15,12/4/17,140,11/4/17,133.5,139.1,88,2039763,279020693.8,12/4/17,2
2017-14,7/4/17,135.5,3/4/17,130.5,135.1,172,1938409,257624033.7,7/4/17,5
2017-13,31/03/2017,132,30/03/2017,128.5,130.4,256,2545157,329730173.8,31-03-2017,5
12/1/17,21/03/2017,139,24/03/2017,132,132.1,106,897379,119759962.6,24-03-2017,5
11/1/17,13/03/2017,138.5,17/03/2017,133,134,158,400502,53708309.1,17-03-2017,5
10/1/17,8/3/17,142,7/3/17,135,138,654,1981128,275911844,10/3/17,5
9/1/17,27/02/2017,144.4,3/3/17,142,142,164,655689,93865794.1,3/3/17,5
8/1/17,23/02/2017,144.4,21/02/2017,142,143.9,78,1405096,200792660.6,23-02-2017,4
7/1/17,16/02/2017,143.5,13/02/2017,140.1,142,82,205405,29180307,17-02-2017,5
6/1/17,6/2/17,145,9/2/17,140,140.1,113,215090,30403696.3,9/2/17,4
5/1/17,30/01/2017,148.5,1/2/17,143,145.2,130,651884,94476317.2,3/2/17,5
4/1/17,27/01/2017,142,25/01/2017,141,142,91,1044896,148314922.8,27-01-2017,5
3/1/17,20/01/2017,144,17/01/2017,139.5,142.1,100,108663,15226389,20-01-2017,5
2/1/17,13/01/2017,142,13/01/2017,140,142,102,998507,141635873.1,13-01-2017,4
1/1/17,3/1/17,144.5,6/1/17,141.5,142.5,76,191149,27215103.4,6/1/17,5
2016-52,28/12/2016,146,27/12/2016,141.5,145,130,6017738,872458873.3,30-12-2016,4
2016-51,20/12/2016,145,20/12/2016,140.3,141.6,126,1822865,264251187.9,23-12-2016,5
2016-50,16/12/2016,145.2,15/12/2016,143,145,149,3012851,436829471.9,16-12-2016,3
2016-49,9/12/16,146,5/12/16,142,144.5,178,2667622,383837438.2,9/12/16,5
2016-48,1/12/16,145,28/11/2016,138.5,142.2,194,2466937,348205374.1,2/12/16,5
2016-47,23/11/2016,143,21/11/2016,140,140.8,176,844814,119119423.2,25-11-2016,5
2016-46,15/11/2016,148,16/11/2016,141,142,205,1336177,196855650.1,18-11-2016,4
2016-45,7/11/16,151.9,11/11/16,147,148,137,445740,66155270.1,11/11/16,5
2016-44,4/11/16,151.8,31/10/2016,140.1,151,400,803333,119699059,4/11/16,5
2016-43,26/10/2016,147.3,28/10/2016,144.6,144.6,147,384762,56527681.8,28-10-2016,5
2016-42,21/10/2016,147.9,18/10/2016,144,147,169,462080,67751486,21-10-2016,5
2016-41,11/10/16,150.1,14/10/2016,145.6,148,222,2177250,325006068.3,14-10-2016,5
2016-40,7/10/16,150.8,3/10/16,144.1,148.5,328,513794,75386362,7/10/16,5
2016-39,30/09/2016,144.5,27/09/2016,140,144,282,719925,101759817.2,30-09-2016,5
2016-38,19/09/2016,142.9,21/09/2016,139.6,140,206,1560427,218423134.4,23-09-2016,5
2016-37,15/09/2016,142.5,13/09/2016,138.4,142.1,226,2239139,317566961.2,15-09-2016,3
2016-36,8/9/16,139.8,8/9/16,137.1,138.9,167,433449,60185011.2,9/9/16,5
2016-35,29/08/2016,140,29/08/2016,137,138.5,234,908269,126095130,2/9/16,5
2016-34,24/08/2016,142,26/08/2016,138,138.3,365,1833452,256403553.9,26-08-2016,5
2016-33,19/08/2016,139.9,15/08/2016,135,139.2,338,936061,130111864.8,19-08-2016,4
2016-32,8/8/16,138,12/8/16,135,135.1,279,167928,22798428,12/8/16,5
2016-31,4/8/16,140,1/8/16,130.5,137,589,1569416,211262811.7,5/8/16,5
2016-30,29/07/2016,130.5,28/07/2016,127.5,130,191,201192,26066234.1,29-07-2016,5
2016-29,20/07/2016,130.5,18/07/2016,128.1,130,138,590061,76387790.7,22-07-2016,4
2016-28,15/07/2016,130,11/7/16,124.5,129.5,285,1015425,131041861.5,15-07-2016,5
2016-27,8/7/16,124,4/7/16,120.1,124,198,345571,42099248.5,8/7/16,4
2016-26,29/06/2016,124,1/7/16,121,121,364,1534262,187191719.4,1/7/16,5
2016-25,20/06/2016,128.2,24/06/2016,122.5,122.9,404,1396392,173389397.9,24-06-2016,5
2016-24,15/06/2016,129.9,16/06/2016,125.6,127.7,268,480926,61246080.6,17-06-2016,5
2016-23,10/6/16,130,6/6/16,128,129.2,167,320232,41361827.7,10/6/16,5
2016-22,30/05/2016,130,1/6/16,127.5,128,331,1820777,233259866.4,3/6/16,5
2016-21,25/05/2016,131.5,27/05/2016,130,130,373,12392069,1616435849,27-05-2016,4
2016-20,17/05/2016,133.3,17/05/2016,130.1,131,243,1378157,180969860.3,20-05-2016,5
2016-19,11/5/16,133.5,12/5/16,130,132,496,8721590,1136165853,13-05-2016,5
2016-18,6/5/16,133.5,5/5/16,132,132.5,318,2446566,325070235.4,6/5/16,4
2016-17,25/04/2016,133,28/04/2016,129.5,130.7,496,1166901,152692887.2,29-04-2016,5
2016-16,18/04/2016,135,18/04/2016,131,133,162,96578,12800262.1,22-04-2016,4
2016-15,15/04/2016,135,15/04/2016,130,130.6,289,403063,53841115,15-04-2016,3
2016-14,8/4/16,136,4/4/16,123.5,134.1,302,435172,56348644.6,8/4/16,5
2016-13,31/03/2016,125.9,1/4/16,121,123.6,282,276182,33811530.4,1/4/16,5
12/1/16,24/03/2016,123,21/03/2016,120,121.7,136,378344,45802664.9,24-03-2016,3
11/1/16,14/03/2016,122.3,18/03/2016,120,120,469,9017563,1082692719,18-03-2016,5
10/1/16,8/3/16,124,9/3/16,115,122,549,2470426,290769708.6,11/3/16,4
9/1/16,4/3/16,125,2/3/16,123.8,124,304,1795355,223214419.2,4/3/16,5
8/1/16,25/02/2016,125.5,25/02/2016,124.4,125,226,231306,28905084.8,26-02-2016,4
7/1/16,15/02/2016,127,18/02/2016,123,125,327,1287730,161186144.3,19-02-2016,5
6/1/16,8/2/16,130.4,12/2/16,124.5,125,334,220476,28078919.6,12/2/16,5
